Data,Periodo,Região,Estado,Laboratório,Variante,Variantes relevantes,Classificação,Quantidade
2021-10-01,Out 2021,Nordeste,Ceará,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,3
2021-10-01,Out 2021,Nordeste,Ceará,FIOCRUZ,P.1.10 (Gama),P.1.* (Gama),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Ceará,FIOCRUZ,P.1.7 (Gama),P.1.7 (Gama),VOC/VOI,3
2021-10-01,Out 2021,Nordeste,Ceará,FIOCRUZ,P.1.9 (Gama),P.1.* (Gama),VOC/VOI,5
2021-10-01,Out 2021,Nordeste,Ceará,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,4
2021-10-01,Out 2021,Nordeste,Maranhão,FIOCRUZ,AY.101 (Delta),AY.101 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Maranhão,Outros,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,AY.122 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,AY.125 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,AY.25 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,6
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,AY.34.1.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,AY.99.1 (Delta),AY.99.1 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,323
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,B.1.617.2 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,P.1.7 (Gama),P.1.7 (Gama),VOC/VOI,4
2021-10-01,Out 2021,Nordeste,Paraíba,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,8
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,AY.100 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,AY.113 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,AY.127 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,AY.34.1.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,AY.46.3 (Delta),AY.46.3 (Delta),VOC/VOI,8
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,AY.6 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,6
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,AY.99.1 (Delta),AY.99.1 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,145
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,P.1.7 (Gama),P.1.7 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,AY.100 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,4
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,AY.101 (Delta),AY.101 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,AY.34.1 (Delta),AY.34.1 (Delta),VOC/VOI,5
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,AY.34.1.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,AY.36 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,AY.43.1 (Delta),AY.43.1 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,AY.46.3 (Delta),AY.46.3 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,73
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,B.1.617.2 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,P.1 (Gama),P.1 (Gama),VOC/VOI,2
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,P.1.7 (Gama),P.1.7 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Piauí,Outros,AY.101 (Delta),AY.101 (Delta),VOC/VOI,8
2021-10-01,Out 2021,Nordeste,Piauí,Outros,AY.34.1.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Piauí,Outros,AY.99.1 (Delta),AY.99.1 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Piauí,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,12
2021-10-01,Out 2021,Nordeste,Piauí,Outros,P.1.7 (Gama),P.1.7 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,AY.99.1 (Delta),AY.99.1 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,7
2021-10-01,Out 2021,Nordeste,Rio Grande do Norte,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Nordeste,Sergipe,FIOCRUZ,AY.101 (Delta),AY.101 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Nordeste,Sergipe,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,24
2021-10-01,Out 2021,Nordeste,Sergipe,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Norte,Amapá,FIOCRUZ,AY.122 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,8
2021-10-01,Out 2021,Norte,Amapá,FIOCRUZ,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,81
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,AY.101 (Delta),AY.101 (Delta),VOC/VOI,11
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,AY.119.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,AY.122 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,22
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,AY.20 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,AY.34.1.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,AY.34.2 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,4
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,18
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,AY.9.2 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,14
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,67
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,3
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,P.1.4 (Gama),P.1.4 (Gama),VOC/VOI,6
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,P.1.6 (Gama),P.1.* (Gama),VOC/VOI,14
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,P.1.7 (Gama),P.1.7 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Norte,Amazonas,Outros,AY.122 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,AY.101 (Delta),AY.101 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,AY.122 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,AY.34.1.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,4
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,21
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,AY.46.3 (Delta),AY.46.3 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,AY.6 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,17
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,149
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,P.1.4 (Gama),P.1.4 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,P.1.7 (Gama),P.1.7 (Gama),VOC/VOI,12
2021-10-01,Out 2021,Norte,Pará,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Norte,Pará,Outros,P.1.7 (Gama),P.1.7 (Gama),VOC/VOI,2
2021-10-01,Out 2021,Norte,Rondônia,Outros,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Norte,Tocantins,FIOCRUZ,AY.124 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Norte,Tocantins,FIOCRUZ,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,7
2021-10-01,Out 2021,Norte,Tocantins,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Norte,Tocantins,Outros,AY.3 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Norte,Tocantins,Outros,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,6
2021-10-01,Out 2021,Norte,Tocantins,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,17
2021-10-01,Out 2021,Norte,Tocantins,Outros,B.1.617.2 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.101 (Delta),AY.101 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.122 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.3 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.34.1.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,5
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.36 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.46.3 (Delta),AY.46.3 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.93 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.99.1 (Delta),AY.99.1 (Delta),VOC/VOI,41
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,68
2021-10-01,Out 2021,Sudeste,Espírito Santo,Outros,AY.99.1 (Delta),AY.99.1 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,Espírito Santo,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.101 (Delta),AY.101 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.121 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.26 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.34.1.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,13
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.46.3 (Delta),AY.46.3 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.6 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,11
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.98 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.99.1 (Delta),AY.99.1 (Delta),VOC/VOI,9
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,81
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,P.1.7 (Gama),P.1.7 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Minas Gerais,Outros,AY.43.1 (Delta),AY.43.1 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Minas Gerais,Outros,AY.99.1 (Delta),AY.99.1 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,Minas Gerais,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,13
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,FIOCRUZ,AY.46.3 (Delta),AY.46.3 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,46
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.101 (Delta),AY.101 (Delta),VOC/VOI,9
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.115 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.116 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.120 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.124 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.125 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.126 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.26 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.3 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.34.1 (Delta),AY.34.1 (Delta),VOC/VOI,4
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.34.1.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.36 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,5
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,10
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.43.1 (Delta),AY.43.1 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.43.2 (Delta),AY.43.2 (Delta),VOC/VOI,5
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.46.3 (Delta),AY.46.3 (Delta),VOC/VOI,5
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.6 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.75 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.98 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.99.1 (Delta),AY.99.1 (Delta),VOC/VOI,68
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,708
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,P.1 (Gama),P.1 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,P.1.10 (Gama),P.1.* (Gama),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,P.1.8 (Gama),P.1.* (Gama),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.100 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,169
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.101 (Delta),AY.101 (Delta),VOC/VOI,184
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.103 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,4
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.106 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.116 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,38
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.116.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.118 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,5
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.119 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.120 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.121 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.122 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,16
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.126 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.127 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.20 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.25 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,22
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.26 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,63
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.3 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,110
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.33 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.34 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,4
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.34.1 (Delta),AY.34.1 (Delta),VOC/VOI,35
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.34.1.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,291
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.34.2 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.36 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,103
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.39 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.41 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.42 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,9
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,356
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.43.1 (Delta),AY.43.1 (Delta),VOC/VOI,226
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.43.2 (Delta),AY.43.2 (Delta),VOC/VOI,196
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.44 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.46 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.46.3 (Delta),AY.46.3 (Delta),VOC/VOI,189
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.47 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.5 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,52
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.5.1 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.5.3 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.5.4 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,5
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.6 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,12
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.60 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.75 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.75.2 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.88 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.9.2 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,9
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.92 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.99 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,6
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.99.1 (Delta),AY.99.1 (Delta),VOC/VOI,31
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,1761
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,B.1.617.2 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,13
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,BA.1+B.1.1.529 (Omicron),BA.1+B.1.1.529 (Omicron),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,P.1 (Gama),P.1 (Gama),VOC/VOI,11
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,P.1.11 (Gama),P.1.* (Gama),VOC/VOI,1
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,P.1.7 (Gama),P.1.7 (Gama),VOC/VOI,12
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,P.1.8 (Gama),P.1.* (Gama),VOC/VOI,1
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,AY.101 (Delta),AY.101 (Delta),VOC/VOI,55
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,AY.111 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,AY.116 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,13
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,AY.43 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,4
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,AY.46.3 (Delta),AY.46.3 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,AY.47 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,AY.98 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,AY.99.2 (Delta),AY.99.2 (Delta),VOC/VOI,36
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,B.1.617.2 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,3
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,1
2021-10-01,Out 2021,Sul,Paraná,Outros,AY.101 (Delta),AY.101 (Delta),VOC/VOI,105
2021-10-01,Out 2021,Sul,Paraná,Outros,AY.106 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,1
2021-10-01,Out 2021,Sul,Paraná,Outros,AY.115 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,2
2021-10-01,Out 2021,Sul,Paraná,Outros,AY.116 (Delta),AY.*+B.1.617.2 (Delta),VOC/VOI,6
