,Date,Período,Estado,Linhagem,Frequência
931,2021-03,Mar 2021,Rio de Janeiro,P.1.2 (Gama),2
932,2021-03,Mar 2021,Rio de Janeiro,P.2,13
933,2021-03,Mar 2021,Rondônia,P.1 (Gama),2
934,2021-03,Mar 2021,Roraima,P.1 (Gama),2
935,2021-03,Mar 2021,Santa Catarina,B.1.1.28,1
936,2021-03,Mar 2021,Santa Catarina,B.1.1.33,1
937,2021-03,Mar 2021,Santa Catarina,P.1 (Gama),86
938,2021-03,Mar 2021,Santa Catarina,P.2,5
939,2021-03,Mar 2021,Sergipe,P.1 (Gama),47
940,2021-03,Mar 2021,Sergipe,P.2,3
941,2021-03,Mar 2021,São Paulo,B.1,1
942,2021-03,Mar 2021,São Paulo,B.1.1,2
943,2021-03,Mar 2021,São Paulo,B.1.1.28,157
944,2021-03,Mar 2021,São Paulo,B.1.1.7 (Alfa),110
945,2021-03,Mar 2021,São Paulo,Outras,26
946,2021-03,Mar 2021,São Paulo,P.1 (Gama),1552
947,2021-03,Mar 2021,São Paulo,P.1.2 (Gama),4
948,2021-03,Mar 2021,São Paulo,P.2,86
949,2021-03,Mar 2021,Tocantins,B.1.1.28,1
950,2021-03,Mar 2021,Tocantins,P.1 (Gama),14
951,2021-03,Mar 2021,Tocantins,P.1.2 (Gama),2
952,2021-04,Abr 2021,Acre,Outras,4
953,2021-04,Abr 2021,Acre,P.1 (Gama),20
954,2021-04,Abr 2021,Alagoas,P.1 (Gama),60
955,2021-04,Abr 2021,Amazonas,B.1.1.7 (Alfa),1
956,2021-04,Abr 2021,Amazonas,P.1 (Gama),145
957,2021-04,Abr 2021,Amazonas,P.1.2 (Gama),9
958,2021-04,Abr 2021,Bahia,P.1 (Gama),14
959,2021-04,Abr 2021,Bahia,P.2,1
960,2021-04,Abr 2021,Ceará,P.1 (Gama),8
961,2021-04,Abr 2021,Espírito Santo,B.1.1.28,2
962,2021-04,Abr 2021,Espírito Santo,B.1.1.7 (Alfa),7
963,2021-04,Abr 2021,Espírito Santo,P.1 (Gama),25
964,2021-04,Abr 2021,Espírito Santo,P.2,3
965,2021-04,Abr 2021,Goiás,B.1,1
966,2021-04,Abr 2021,Goiás,B.1.1.28,4
967,2021-04,Abr 2021,Goiás,B.1.1.7 (Alfa),2
968,2021-04,Abr 2021,Goiás,Outras,4
969,2021-04,Abr 2021,Goiás,P.1 (Gama),167
970,2021-04,Abr 2021,Maranhão,P.1 (Gama),54
971,2021-04,Abr 2021,Mato Grosso do Sul,P.1 (Gama),19
972,2021-04,Abr 2021,Mato Grosso do Sul,P.1.2 (Gama),2
973,2021-04,Abr 2021,Mato Grosso do Sul,P.2,2
974,2021-04,Abr 2021,Minas Gerais,P.1 (Gama),7
975,2021-04,Abr 2021,Paraná,B.1.1.7 (Alfa),2
976,2021-04,Abr 2021,Paraná,Outras,12
977,2021-04,Abr 2021,Paraná,P.1 (Gama),175
978,2021-04,Abr 2021,Paraná,P.1.2 (Gama),2
979,2021-04,Abr 2021,Paraná,P.2,4
980,2021-04,Abr 2021,Paraíba,P.1 (Gama),13
981,2021-04,Abr 2021,Pará,P.1 (Gama),33
982,2021-04,Abr 2021,Pernambuco,P.1 (Gama),1
983,2021-04,Abr 2021,Rio Grande do Norte,P.1 (Gama),6
984,2021-04,Abr 2021,Rio Grande do Norte,P.2,2
985,2021-04,Abr 2021,Rio Grande do Sul,B.1.1.28,2
986,2021-04,Abr 2021,Rio Grande do Sul,Outras,1
987,2021-04,Abr 2021,Rio Grande do Sul,P.1 (Gama),81
988,2021-04,Abr 2021,Rio Grande do Sul,P.1.2 (Gama),10
989,2021-04,Abr 2021,Rio Grande do Sul,P.2,5
990,2021-04,Abr 2021,Rio Grande do Sul,P.4,5
991,2021-04,Abr 2021,Rio de Janeiro,B.1.1.28,3
992,2021-04,Abr 2021,Rio de Janeiro,B.1.1.7 (Alfa),18
993,2021-04,Abr 2021,Rio de Janeiro,Outras,6
994,2021-04,Abr 2021,Rio de Janeiro,P.1 (Gama),870
995,2021-04,Abr 2021,Rio de Janeiro,P.1.2 (Gama),5
996,2021-04,Abr 2021,Rio de Janeiro,P.2,8
997,2021-04,Abr 2021,Roraima,P.1 (Gama),1
998,2021-04,Abr 2021,Santa Catarina,B.1.1.7 (Alfa),1
999,2021-04,Abr 2021,Santa Catarina,P.1 (Gama),65
1000,2021-04,Abr 2021,Santa Catarina,P.1.2 (Gama),3
1001,2021-04,Abr 2021,Sergipe,P.1 (Gama),1
1002,2021-04,Abr 2021,São Paulo,B.1,1
1003,2021-04,Abr 2021,São Paulo,B.1.1,10
1004,2021-04,Abr 2021,São Paulo,B.1.1.28,101
1005,2021-04,Abr 2021,São Paulo,B.1.1.7 (Alfa),102
1006,2021-04,Abr 2021,São Paulo,Outras,9
1007,2021-04,Abr 2021,São Paulo,P.1 (Gama),2211
1008,2021-04,Abr 2021,São Paulo,P.1.2 (Gama),27
1009,2021-04,Abr 2021,São Paulo,P.2,12
1010,2021-04,Abr 2021,São Paulo,P.4,37
1011,2021-04,Abr 2021,Tocantins,Outras,2
1012,2021-04,Abr 2021,Tocantins,P.1 (Gama),16
1013,2021-05,Mai 2021,Alagoas,P.1 (Gama),61
1014,2021-05,Mai 2021,Amazonas,P.1 (Gama),262
1015,2021-05,Mai 2021,Amazonas,P.1.2 (Gama),4
1016,2021-05,Mai 2021,Bahia,P.1 (Gama),13
1017,2021-05,Mai 2021,Ceará,P.1 (Gama),38
1018,2021-05,Mai 2021,Espírito Santo,Outras,1
1019,2021-05,Mai 2021,Espírito Santo,P.1 (Gama),3
1020,2021-05,Mai 2021,Goiás,B.1.1.7 (Alfa),1
1021,2021-05,Mai 2021,Goiás,Outras,2
1022,2021-05,Mai 2021,Goiás,P.1 (Gama),131
1023,2021-05,Mai 2021,Goiás,P.1.2 (Gama),17
1024,2021-05,Mai 2021,Maranhão,Outras,6
1025,2021-05,Mai 2021,Maranhão,P.1 (Gama),36
1026,2021-05,Mai 2021,Maranhão,P.1.2 (Gama),1
1027,2021-05,Mai 2021,Mato Grosso do Sul,P.1 (Gama),1
1028,2021-05,Mai 2021,Minas Gerais,Outras,1
1029,2021-05,Mai 2021,Minas Gerais,P.1 (Gama),4
1030,2021-05,Mai 2021,Paraná,B.1.1.7 (Alfa),2
1031,2021-05,Mai 2021,Paraná,P.1 (Gama),98
1032,2021-05,Mai 2021,Paraíba,P.1 (Gama),2
1033,2021-05,Mai 2021,Pará,P.1 (Gama),25
1034,2021-05,Mai 2021,Pernambuco,B.1.1.28,1
1035,2021-05,Mai 2021,Pernambuco,P.1 (Gama),1
1036,2021-05,Mai 2021,Rio Grande do Norte,P.1 (Gama),14
1037,2021-05,Mai 2021,Rio Grande do Sul,B.1.1,1
1038,2021-05,Mai 2021,Rio Grande do Sul,B.1.1.28,23
1039,2021-05,Mai 2021,Rio Grande do Sul,Outras,1
1040,2021-05,Mai 2021,Rio Grande do Sul,P.1 (Gama),124
1041,2021-05,Mai 2021,Rio Grande do Sul,P.1.2 (Gama),12
1042,2021-05,Mai 2021,Rio de Janeiro,B.1.1.7 (Alfa),14
1043,2021-05,Mai 2021,Rio de Janeiro,Outras,4
1044,2021-05,Mai 2021,Rio de Janeiro,P.1 (Gama),843
1045,2021-05,Mai 2021,Rio de Janeiro,P.1.2 (Gama),44
1046,2021-05,Mai 2021,Rio de Janeiro,P.2,2
1047,2021-05,Mai 2021,Rio de Janeiro,P.4,6
1048,2021-05,Mai 2021,Roraima,P.1 (Gama),1
1049,2021-05,Mai 2021,Santa Catarina,Outras,1
1050,2021-05,Mai 2021,Santa Catarina,P.1 (Gama),42
1051,2021-05,Mai 2021,Santa Catarina,P.1.2 (Gama),2
1052,2021-05,Mai 2021,Sergipe,P.1 (Gama),14
1053,2021-05,Mai 2021,Sergipe,P.1.2 (Gama),1
1054,2021-05,Mai 2021,Sergipe,P.4,1
1055,2021-05,Mai 2021,São Paulo,B.1,3
1056,2021-05,Mai 2021,São Paulo,B.1.1.28,21
1057,2021-05,Mai 2021,São Paulo,B.1.1.7 (Alfa),91
1058,2021-05,Mai 2021,São Paulo,Outras,57
1059,2021-05,Mai 2021,São Paulo,P.1 (Gama),1982
1060,2021-05,Mai 2021,São Paulo,P.1.2 (Gama),67
1061,2021-05,Mai 2021,São Paulo,P.2,1
1062,2021-05,Mai 2021,São Paulo,P.4,714
1063,2021-05,Mai 2021,Tocantins,P.1 (Gama),17
1064,2021-06,Jun 2021,Alagoas,P.1 (Gama),13
1065,2021-06,Jun 2021,Alagoas,P.1.2 (Gama),1
1066,2021-06,Jun 2021,Amazonas,P.1 (Gama),296
1067,2021-06,Jun 2021,Bahia,P.1 (Gama),12
1068,2021-06,Jun 2021,Espírito Santo,P.1 (Gama),5
1069,2021-06,Jun 2021,Goiás,P.1 (Gama),122
1070,2021-06,Jun 2021,Mato Grosso,Outras,2
1071,2021-06,Jun 2021,Mato Grosso,P.1 (Gama),10
1072,2021-06,Jun 2021,Minas Gerais,P.1 (Gama),6
1073,2021-06,Jun 2021,Paraná,Outras,2
1074,2021-06,Jun 2021,Paraná,P.1 (Gama),29
1075,2021-06,Jun 2021,Paraná,P.1.2 (Gama),1
1076,2021-06,Jun 2021,Pará,Outras,1
1077,2021-06,Jun 2021,Pará,P.1 (Gama),66
1078,2021-06,Jun 2021,Pernambuco,P.1 (Gama),18
1079,2021-06,Jun 2021,Pernambuco,P.1.2 (Gama),1
1080,2021-06,Jun 2021,Rio Grande do Sul,Outras,1
1081,2021-06,Jun 2021,Rio Grande do Sul,P.1 (Gama),32
1082,2021-06,Jun 2021,Rio Grande do Sul,P.1.2 (Gama),5
1083,2021-06,Jun 2021,Rio de Janeiro,B.1.1.7 (Alfa),3
1084,2021-06,Jun 2021,Rio de Janeiro,Outras,74
1085,2021-06,Jun 2021,Rio de Janeiro,P.1 (Gama),505
1086,2021-06,Jun 2021,Rio de Janeiro,P.1.2 (Gama),49
1087,2021-06,Jun 2021,Rio de Janeiro,P.4,1
1088,2021-06,Jun 2021,Santa Catarina,B.1.1.7 (Alfa),1
1089,2021-06,Jun 2021,Santa Catarina,Outras,1
1090,2021-06,Jun 2021,Santa Catarina,P.1 (Gama),56
1091,2021-06,Jun 2021,Santa Catarina,P.1.2 (Gama),6
1092,2021-06,Jun 2021,Sergipe,P.1 (Gama),4
1093,2021-06,Jun 2021,São Paulo,B.1.1.7 (Alfa),2
1094,2021-06,Jun 2021,São Paulo,Outras,10
1095,2021-06,Jun 2021,São Paulo,P.1 (Gama),364
1096,2021-06,Jun 2021,São Paulo,P.1.2 (Gama),2
1097,2021-06,Jun 2021,São Paulo,P.4,3
1098,2021-06,Jun 2021,Tocantins,Outras,3
1099,2021-06,Jun 2021,Tocantins,P.1 (Gama),15
1100,2021-07,Jul 2021,Amazonas,P.1 (Gama),47
1101,2021-07,Jul 2021,Bahia,P.1 (Gama),3
1102,2021-07,Jul 2021,Espírito Santo,P.1 (Gama),4
1103,2021-07,Jul 2021,Pernambuco,P.1 (Gama),74
1104,2021-07,Jul 2021,Rio Grande do Sul,B.1.1.28,1
1105,2021-07,Jul 2021,Rio de Janeiro,Outras,5
1106,2021-07,Jul 2021,Rio de Janeiro,P.1 (Gama),1
1107,2021-07,Jul 2021,São Paulo,Outras,14
1108,2021-07,Jul 2021,São Paulo,P.1 (Gama),39
