Fecha,Período,Región,Estado,Laboratorio,Lineajes relevantes,Cantidad
2022-10-01,Oct 2022,Norte,Pará,Otros,DL.1 (Omicron),18
2022-10-01,Oct 2022,Norte,Tocantins,FIOCRUZ,BA.5.* (Omicron),1
2022-10-01,Oct 2022,Norte,Tocantins,Otros,BQ.1.* (Omicron),1
2022-10-01,Oct 2022,Sureste,Espírito Santo,Otros,BA.4.* (Omicron),6
2022-10-01,Oct 2022,Sureste,Espírito Santo,Otros,BA.5.* (Omicron),8
2022-10-01,Oct 2022,Sureste,Espírito Santo,Otros,BQ.1.* (Omicron),7
2022-10-01,Oct 2022,Sureste,Espírito Santo,Otros,Otras,7
2022-10-01,Oct 2022,Sureste,Minas Gerais,FIOCRUZ,BA.4.* (Omicron),2
2022-10-01,Oct 2022,Sureste,Minas Gerais,FIOCRUZ,BA.5.* (Omicron),3
2022-10-01,Oct 2022,Sureste,Minas Gerais,FIOCRUZ,BQ.1.* (Omicron),2
2022-10-01,Oct 2022,Sureste,Minas Gerais,FIOCRUZ,Otras,1
2022-10-01,Oct 2022,Sureste,Minas Gerais,Otros,BA.2.* (Omicron),1
2022-10-01,Oct 2022,Sureste,Minas Gerais,Otros,BA.4.* (Omicron),2
2022-10-01,Oct 2022,Sureste,Minas Gerais,Otros,BA.5.* (Omicron),10
2022-10-01,Oct 2022,Sureste,Minas Gerais,Otros,BE.* (Omicron),3
2022-10-01,Oct 2022,Sureste,Minas Gerais,Otros,BQ.1.* (Omicron),8
2022-10-01,Oct 2022,Sureste,Minas Gerais,Otros,Otras,3
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.1.* (Omicron),3
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.2.* (Omicron),1
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.4.* (Omicron),7
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.5.* (Omicron),10
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BE.* (Omicron),12
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BQ.1.* (Omicron),20
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,FIOCRUZ,DL.1 (Omicron),13
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,FIOCRUZ,Otras,9
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,Otros,BA.2.* (Omicron),4
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,Otros,BA.4.* (Omicron),25
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,Otros,BA.5.* (Omicron),62
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,Otros,BE.* (Omicron),17
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,Otros,BQ.1.* (Omicron),31
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,Otros,DL.1 (Omicron),16
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,Otros,Otras,51
2022-10-01,Oct 2022,Sureste,Rio de Eneeiro,Otros,XBB.* (Omicron),1
2022-10-01,Oct 2022,Sureste,São Paulo,FIOCRUZ,B.1.617.2+AY.* (Delta),1
2022-10-01,Oct 2022,Sureste,São Paulo,FIOCRUZ,BA.4.* (Omicron),2
2022-10-01,Oct 2022,Sureste,São Paulo,FIOCRUZ,BE.* (Omicron),3
2022-10-01,Oct 2022,Sureste,São Paulo,FIOCRUZ,BQ.1.* (Omicron),3
2022-10-01,Oct 2022,Sureste,São Paulo,Otros,BA.2.* (Omicron),5
2022-10-01,Oct 2022,Sureste,São Paulo,Otros,BA.4.* (Omicron),37
2022-10-01,Oct 2022,Sureste,São Paulo,Otros,BA.5.* (Omicron),91
2022-10-01,Oct 2022,Sureste,São Paulo,Otros,BE.* (Omicron),134
2022-10-01,Oct 2022,Sureste,São Paulo,Otros,BQ.1.* (Omicron),140
2022-10-01,Oct 2022,Sureste,São Paulo,Otros,DL.1 (Omicron),6
2022-10-01,Oct 2022,Sureste,São Paulo,Otros,Otras,33
2022-10-01,Oct 2022,Sureste,São Paulo,Otros,XBB.* (Omicron),1
2022-10-01,Oct 2022,Sur,Paraná,FIOCRUZ,BA.4.* (Omicron),3
2022-10-01,Oct 2022,Sur,Paraná,FIOCRUZ,BA.5.* (Omicron),11
2022-10-01,Oct 2022,Sur,Paraná,FIOCRUZ,BE.* (Omicron),3
2022-10-01,Oct 2022,Sur,Paraná,FIOCRUZ,BQ.1.* (Omicron),4
2022-10-01,Oct 2022,Sur,Paraná,FIOCRUZ,Otras,2
2022-10-01,Oct 2022,Sur,Paraná,Otros,BA.4.* (Omicron),5
2022-10-01,Oct 2022,Sur,Paraná,Otros,BA.5.* (Omicron),21
2022-10-01,Oct 2022,Sur,Paraná,Otros,BE.* (Omicron),3
2022-10-01,Oct 2022,Sur,Paraná,Otros,BQ.1.* (Omicron),1
2022-10-01,Oct 2022,Sur,Paraná,Otros,Otras,10
2022-10-01,Oct 2022,Sur,Paraná,Otros,XBB.* (Omicron),1
2022-10-01,Oct 2022,Sur,Rio Grande do Sul,Otros,BA.4.* (Omicron),13
2022-10-01,Oct 2022,Sur,Rio Grande do Sul,Otros,BA.5.* (Omicron),24
2022-10-01,Oct 2022,Sur,Rio Grande do Sul,Otros,BQ.1.* (Omicron),5
2022-10-01,Oct 2022,Sur,Santa Catarina,FIOCRUZ,BA.1.* (Omicron),1
2022-10-01,Oct 2022,Sur,Santa Catarina,FIOCRUZ,BA.2.* (Omicron),1
2022-10-01,Oct 2022,Sur,Santa Catarina,FIOCRUZ,BA.4.* (Omicron),10
2022-10-01,Oct 2022,Sur,Santa Catarina,FIOCRUZ,BA.5.* (Omicron),22
2022-10-01,Oct 2022,Sur,Santa Catarina,FIOCRUZ,BE.* (Omicron),2
2022-10-01,Oct 2022,Sur,Santa Catarina,FIOCRUZ,BQ.1.* (Omicron),14
2022-10-01,Oct 2022,Sur,Santa Catarina,FIOCRUZ,DL.1 (Omicron),1
2022-10-01,Oct 2022,Sur,Santa Catarina,FIOCRUZ,Otras,7
2022-10-01,Oct 2022,Sur,Santa Catarina,Otros,B.1.617.2+AY.* (Delta),3
2022-10-01,Oct 2022,Sur,Santa Catarina,Otros,BA.1.* (Omicron),2
2022-10-01,Oct 2022,Sur,Santa Catarina,Otros,BA.4.* (Omicron),4
2022-10-01,Oct 2022,Sur,Santa Catarina,Otros,BA.5.* (Omicron),11
2022-10-01,Oct 2022,Sur,Santa Catarina,Otros,BE.* (Omicron),2
2022-10-01,Oct 2022,Sur,Santa Catarina,Otros,BQ.1.* (Omicron),2
2022-10-01,Oct 2022,Sur,Santa Catarina,Otros,Otras,4
2022-11-01,Nov 2022,Centro-oeste,Distrito Federal,FIOCRUZ,BQ.1.* (Omicron),2
2022-11-01,Nov 2022,Centro-oeste,Distrito Federal,Otros,BA.2.* (Omicron),1
2022-11-01,Nov 2022,Centro-oeste,Distrito Federal,Otros,BA.5.* (Omicron),15
2022-11-01,Nov 2022,Centro-oeste,Distrito Federal,Otros,BE.* (Omicron),40
2022-11-01,Nov 2022,Centro-oeste,Distrito Federal,Otros,BQ.1.* (Omicron),71
2022-11-01,Nov 2022,Centro-oeste,Distrito Federal,Otros,DL.1 (Omicron),13
2022-11-01,Nov 2022,Centro-oeste,Distrito Federal,Otros,Otras,13
2022-11-01,Nov 2022,Centro-oeste,Distrito Federal,Otros,XBB.* (Omicron),3
2022-11-01,Nov 2022,Centro-oeste,Goiás,FIOCRUZ,BA.5.* (Omicron),2
2022-11-01,Nov 2022,Centro-oeste,Goiás,FIOCRUZ,BE.* (Omicron),5
2022-11-01,Nov 2022,Centro-oeste,Goiás,FIOCRUZ,BQ.1.* (Omicron),33
2022-11-01,Nov 2022,Centro-oeste,Goiás,FIOCRUZ,DL.1 (Omicron),2
2022-11-01,Nov 2022,Centro-oeste,Goiás,FIOCRUZ,Otras,4
2022-11-01,Nov 2022,Centro-oeste,Goiás,Otros,BA.2.* (Omicron),1
2022-11-01,Nov 2022,Centro-oeste,Goiás,Otros,BA.4.* (Omicron),1
2022-11-01,Nov 2022,Centro-oeste,Goiás,Otros,BA.5.* (Omicron),4
2022-11-01,Nov 2022,Centro-oeste,Goiás,Otros,BE.* (Omicron),9
2022-11-01,Nov 2022,Centro-oeste,Goiás,Otros,BQ.1.* (Omicron),44
2022-11-01,Nov 2022,Centro-oeste,Goiás,Otros,DL.1 (Omicron),2
2022-11-01,Nov 2022,Centro-oeste,Goiás,Otros,Otras,2
2022-11-01,Nov 2022,Centro-oeste,Goiás,Otros,XBB.* (Omicron),1
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso,FIOCRUZ,BE.* (Omicron),1
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso,FIOCRUZ,BQ.1.* (Omicron),2
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso,FIOCRUZ,XBB.* (Omicron),1
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso,Otros,BA.5.* (Omicron),3
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso,Otros,BE.* (Omicron),4
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso,Otros,BQ.1.* (Omicron),31
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso,Otros,Otras,6
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso,Otros,XBB.* (Omicron),4
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,BA.5.* (Omicron),1
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,BE.* (Omicron),1
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,BQ.1.* (Omicron),3
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,DL.1 (Omicron),1
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso do Sul,Otros,BA.4.* (Omicron),1
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso do Sul,Otros,BA.5.* (Omicron),3
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso do Sul,Otros,BE.* (Omicron),12
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso do Sul,Otros,BQ.1.* (Omicron),37
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso do Sul,Otros,DL.1 (Omicron),3
2022-11-01,Nov 2022,Centro-oeste,Mato Grosso do Sul,Otros,XBB.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Alagoas,FIOCRUZ,BA.5.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Alagoas,FIOCRUZ,BE.* (Omicron),8
2022-11-01,Nov 2022,Noreste,Alagoas,FIOCRUZ,BQ.1.* (Omicron),37
2022-11-01,Nov 2022,Noreste,Alagoas,FIOCRUZ,DL.1 (Omicron),10
2022-11-01,Nov 2022,Noreste,Alagoas,FIOCRUZ,Otras,2
2022-11-01,Nov 2022,Noreste,Bahia,FIOCRUZ,BA.2.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Bahia,FIOCRUZ,BE.* (Omicron),10
2022-11-01,Nov 2022,Noreste,Bahia,FIOCRUZ,BQ.1.* (Omicron),106
2022-11-01,Nov 2022,Noreste,Bahia,FIOCRUZ,DL.1 (Omicron),9
2022-11-01,Nov 2022,Noreste,Bahia,FIOCRUZ,Otras,1
2022-11-01,Nov 2022,Noreste,Bahia,FIOCRUZ,XBB.* (Omicron),6
2022-11-01,Nov 2022,Noreste,Bahia,Otros,BA.2.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Bahia,Otros,BA.4.* (Omicron),5
2022-11-01,Nov 2022,Noreste,Bahia,Otros,BA.5.* (Omicron),3
2022-11-01,Nov 2022,Noreste,Bahia,Otros,BE.* (Omicron),27
2022-11-01,Nov 2022,Noreste,Bahia,Otros,BQ.1.* (Omicron),185
2022-11-01,Nov 2022,Noreste,Bahia,Otros,DL.1 (Omicron),19
2022-11-01,Nov 2022,Noreste,Bahia,Otros,Otras,2
2022-11-01,Nov 2022,Noreste,Bahia,Otros,XBB.* (Omicron),6
2022-11-01,Nov 2022,Noreste,Ceará,FIOCRUZ,BA.4.* (Omicron),2
2022-11-01,Nov 2022,Noreste,Ceará,FIOCRUZ,BA.5.* (Omicron),7
2022-11-01,Nov 2022,Noreste,Ceará,FIOCRUZ,BE.* (Omicron),10
2022-11-01,Nov 2022,Noreste,Ceará,FIOCRUZ,BQ.1.* (Omicron),36
2022-11-01,Nov 2022,Noreste,Ceará,FIOCRUZ,DL.1 (Omicron),4
2022-11-01,Nov 2022,Noreste,Ceará,FIOCRUZ,Otras,2
2022-11-01,Nov 2022,Noreste,Ceará,Otros,BA.4.* (Omicron),2
2022-11-01,Nov 2022,Noreste,Ceará,Otros,BA.5.* (Omicron),7
2022-11-01,Nov 2022,Noreste,Ceará,Otros,BE.* (Omicron),57
2022-11-01,Nov 2022,Noreste,Ceará,Otros,BQ.1.* (Omicron),51
2022-11-01,Nov 2022,Noreste,Ceará,Otros,DL.1 (Omicron),55
2022-11-01,Nov 2022,Noreste,Ceará,Otros,Otras,2
2022-11-01,Nov 2022,Noreste,Ceará,Otros,XBB.* (Omicron),3
2022-11-01,Nov 2022,Noreste,Maranhão,FIOCRUZ,BE.* (Omicron),2
2022-11-01,Nov 2022,Noreste,Maranhão,FIOCRUZ,BQ.1.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Maranhão,FIOCRUZ,DL.1 (Omicron),2
2022-11-01,Nov 2022,Noreste,Maranhão,Otros,BA.2.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Maranhão,Otros,BA.5.* (Omicron),6
2022-11-01,Nov 2022,Noreste,Maranhão,Otros,BE.* (Omicron),5
2022-11-01,Nov 2022,Noreste,Maranhão,Otros,BQ.1.* (Omicron),27
2022-11-01,Nov 2022,Noreste,Maranhão,Otros,DL.1 (Omicron),77
2022-11-01,Nov 2022,Noreste,Paraíba,FIOCRUZ,BA.4.* (Omicron),2
2022-11-01,Nov 2022,Noreste,Paraíba,FIOCRUZ,BA.5.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Paraíba,FIOCRUZ,BE.* (Omicron),7
2022-11-01,Nov 2022,Noreste,Paraíba,FIOCRUZ,BQ.1.* (Omicron),104
2022-11-01,Nov 2022,Noreste,Paraíba,FIOCRUZ,DL.1 (Omicron),6
2022-11-01,Nov 2022,Noreste,Paraíba,Otros,BA.5.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Paraíba,Otros,BE.* (Omicron),10
2022-11-01,Nov 2022,Noreste,Paraíba,Otros,BQ.1.* (Omicron),157
2022-11-01,Nov 2022,Noreste,Paraíba,Otros,DL.1 (Omicron),11
2022-11-01,Nov 2022,Noreste,Pernambuco,FIOCRUZ,BA.5.* (Omicron),12
2022-11-01,Nov 2022,Noreste,Pernambuco,FIOCRUZ,BE.* (Omicron),23
2022-11-01,Nov 2022,Noreste,Pernambuco,FIOCRUZ,BQ.1.* (Omicron),143
2022-11-01,Nov 2022,Noreste,Pernambuco,FIOCRUZ,DL.1 (Omicron),436
2022-11-01,Nov 2022,Noreste,Pernambuco,FIOCRUZ,Otras,12
2022-11-01,Nov 2022,Noreste,Pernambuco,FIOCRUZ,XBB.* (Omicron),2
2022-11-01,Nov 2022,Noreste,Pernambuco,Otros,BA.5.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Pernambuco,Otros,BE.* (Omicron),27
2022-11-01,Nov 2022,Noreste,Pernambuco,Otros,BQ.1.* (Omicron),53
2022-11-01,Nov 2022,Noreste,Pernambuco,Otros,DL.1 (Omicron),247
2022-11-01,Nov 2022,Noreste,Pernambuco,Otros,Otras,5
2022-11-01,Nov 2022,Noreste,Piauí,FIOCRUZ,BA.5.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Piauí,FIOCRUZ,BE.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Piauí,FIOCRUZ,BQ.1.* (Omicron),16
2022-11-01,Nov 2022,Noreste,Piauí,FIOCRUZ,DL.1 (Omicron),5
2022-11-01,Nov 2022,Noreste,Rio Grande do Norte,FIOCRUZ,BA.5.* (Omicron),6
2022-11-01,Nov 2022,Noreste,Rio Grande do Norte,FIOCRUZ,BE.* (Omicron),10
2022-11-01,Nov 2022,Noreste,Rio Grande do Norte,FIOCRUZ,BQ.1.* (Omicron),54
2022-11-01,Nov 2022,Noreste,Rio Grande do Norte,FIOCRUZ,DL.1 (Omicron),46
2022-11-01,Nov 2022,Noreste,Rio Grande do Norte,Otros,BE.* (Omicron),2
2022-11-01,Nov 2022,Noreste,Rio Grande do Norte,Otros,BQ.1.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Rio Grande do Norte,Otros,DL.1 (Omicron),2
2022-11-01,Nov 2022,Noreste,Sergipe,FIOCRUZ,BA.4.* (Omicron),1
2022-11-01,Nov 2022,Noreste,Sergipe,FIOCRUZ,BE.* (Omicron),9
2022-11-01,Nov 2022,Noreste,Sergipe,FIOCRUZ,BQ.1.* (Omicron),74
2022-11-01,Nov 2022,Noreste,Sergipe,FIOCRUZ,DL.1 (Omicron),7
2022-11-01,Nov 2022,Noreste,Sergipe,FIOCRUZ,Otras,4
2022-11-01,Nov 2022,Norte,Acre,FIOCRUZ,BE.* (Omicron),38
2022-11-01,Nov 2022,Norte,Acre,FIOCRUZ,BQ.1.* (Omicron),1
2022-11-01,Nov 2022,Norte,Acre,Otros,BA.5.* (Omicron),1
2022-11-01,Nov 2022,Norte,Acre,Otros,BE.* (Omicron),8
2022-11-01,Nov 2022,Norte,Acre,Otros,BQ.1.* (Omicron),4
2022-11-01,Nov 2022,Norte,Acre,Otros,Otras,1
2022-11-01,Nov 2022,Norte,Amapá,FIOCRUZ,BE.* (Omicron),1
2022-11-01,Nov 2022,Norte,Amapá,FIOCRUZ,BQ.1.* (Omicron),8
2022-11-01,Nov 2022,Norte,Amapá,FIOCRUZ,DL.1 (Omicron),56
2022-11-01,Nov 2022,Norte,Amapá,FIOCRUZ,XBB.* (Omicron),2
2022-11-01,Nov 2022,Norte,Amapá,Otros,DL.1 (Omicron),1
2022-11-01,Nov 2022,Norte,Amazonas,FIOCRUZ,BA.5.* (Omicron),16
2022-11-01,Nov 2022,Norte,Amazonas,FIOCRUZ,BE.* (Omicron),452
2022-11-01,Nov 2022,Norte,Amazonas,FIOCRUZ,BQ.1.* (Omicron),6
2022-11-01,Nov 2022,Norte,Amazonas,FIOCRUZ,DL.1 (Omicron),2
2022-11-01,Nov 2022,Norte,Amazonas,FIOCRUZ,Otras,1
2022-11-01,Nov 2022,Norte,Amazonas,FIOCRUZ,XBB.* (Omicron),1
2022-11-01,Nov 2022,Norte,Amazonas,Otros,BA.5.* (Omicron),5
2022-11-01,Nov 2022,Norte,Amazonas,Otros,BE.* (Omicron),34
2022-11-01,Nov 2022,Norte,Amazonas,Otros,BQ.1.* (Omicron),1
2022-11-01,Nov 2022,Norte,Amazonas,Otros,DL.1 (Omicron),1
2022-11-01,Nov 2022,Norte,Pará,FIOCRUZ,BA.4.* (Omicron),1
2022-11-01,Nov 2022,Norte,Pará,FIOCRUZ,BE.* (Omicron),6
2022-11-01,Nov 2022,Norte,Pará,FIOCRUZ,BQ.1.* (Omicron),10
2022-11-01,Nov 2022,Norte,Pará,FIOCRUZ,DL.1 (Omicron),24
2022-11-01,Nov 2022,Norte,Pará,FIOCRUZ,XBB.* (Omicron),2
2022-11-01,Nov 2022,Norte,Pará,Otros,BA.5.* (Omicron),1
2022-11-01,Nov 2022,Norte,Pará,Otros,BE.* (Omicron),1
2022-11-01,Nov 2022,Norte,Pará,Otros,BQ.1.* (Omicron),1
2022-11-01,Nov 2022,Norte,Pará,Otros,DL.1 (Omicron),14
2022-11-01,Nov 2022,Norte,Pará,Otros,Otras,1
2022-11-01,Nov 2022,Norte,Rondônia,FIOCRUZ,BE.* (Omicron),9
2022-11-01,Nov 2022,Norte,Rondônia,FIOCRUZ,BQ.1.* (Omicron),3
2022-11-01,Nov 2022,Norte,Rondônia,FIOCRUZ,XBB.* (Omicron),1
2022-11-01,Nov 2022,Norte,Roraima,FIOCRUZ,BE.* (Omicron),9
2022-11-01,Nov 2022,Norte,Tocantins,FIOCRUZ,BA.4.* (Omicron),1
2022-11-01,Nov 2022,Norte,Tocantins,FIOCRUZ,BA.5.* (Omicron),1
2022-11-01,Nov 2022,Norte,Tocantins,FIOCRUZ,BE.* (Omicron),6
2022-11-01,Nov 2022,Norte,Tocantins,FIOCRUZ,BQ.1.* (Omicron),55
2022-11-01,Nov 2022,Norte,Tocantins,FIOCRUZ,DL.1 (Omicron),5
2022-11-01,Nov 2022,Norte,Tocantins,FIOCRUZ,Otras,2
2022-11-01,Nov 2022,Norte,Tocantins,FIOCRUZ,XBB.* (Omicron),1
2022-11-01,Nov 2022,Norte,Tocantins,Otros,BE.* (Omicron),1
2022-11-01,Nov 2022,Norte,Tocantins,Otros,BQ.1.* (Omicron),1
2022-11-01,Nov 2022,Sureste,Espírito Santo,FIOCRUZ,BE.* (Omicron),2
2022-11-01,Nov 2022,Sureste,Espírito Santo,FIOCRUZ,BQ.1.* (Omicron),6
2022-11-01,Nov 2022,Sureste,Espírito Santo,FIOCRUZ,DL.1 (Omicron),2
2022-11-01,Nov 2022,Sureste,Espírito Santo,Otros,BA.4.* (Omicron),5
2022-11-01,Nov 2022,Sureste,Espírito Santo,Otros,BA.5.* (Omicron),13
2022-11-01,Nov 2022,Sureste,Espírito Santo,Otros,BE.* (Omicron),7
2022-11-01,Nov 2022,Sureste,Espírito Santo,Otros,BQ.1.* (Omicron),39
2022-11-01,Nov 2022,Sureste,Espírito Santo,Otros,DL.1 (Omicron),10
2022-11-01,Nov 2022,Sureste,Espírito Santo,Otros,Otras,3
2022-11-01,Nov 2022,Sureste,Espírito Santo,Otros,XBB.* (Omicron),2
2022-11-01,Nov 2022,Sureste,Minas Gerais,FIOCRUZ,BA.2.* (Omicron),1
2022-11-01,Nov 2022,Sureste,Minas Gerais,FIOCRUZ,BA.4.* (Omicron),6
2022-11-01,Nov 2022,Sureste,Minas Gerais,FIOCRUZ,BA.5.* (Omicron),16
2022-11-01,Nov 2022,Sureste,Minas Gerais,FIOCRUZ,BE.* (Omicron),56
2022-11-01,Nov 2022,Sureste,Minas Gerais,FIOCRUZ,BQ.1.* (Omicron),401
2022-11-01,Nov 2022,Sureste,Minas Gerais,FIOCRUZ,DL.1 (Omicron),13
2022-11-01,Nov 2022,Sureste,Minas Gerais,FIOCRUZ,Otras,33
2022-11-01,Nov 2022,Sureste,Minas Gerais,FIOCRUZ,XBB.* (Omicron),2
2022-11-01,Nov 2022,Sureste,Minas Gerais,Otros,BA.4.* (Omicron),17
2022-11-01,Nov 2022,Sureste,Minas Gerais,Otros,BA.5.* (Omicron),18
2022-11-01,Nov 2022,Sureste,Minas Gerais,Otros,BE.* (Omicron),47
2022-11-01,Nov 2022,Sureste,Minas Gerais,Otros,BQ.1.* (Omicron),264
2022-11-01,Nov 2022,Sureste,Minas Gerais,Otros,DL.1 (Omicron),29
2022-11-01,Nov 2022,Sureste,Minas Gerais,Otros,Otras,51
2022-11-01,Nov 2022,Sureste,Minas Gerais,Otros,XBB.* (Omicron),2
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.1.* (Omicron),2
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.4.* (Omicron),31
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.5.* (Omicron),22
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BE.* (Omicron),144
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BQ.1.* (Omicron),318
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,FIOCRUZ,DL.1 (Omicron),110
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,FIOCRUZ,Otras,34
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,FIOCRUZ,XBB.* (Omicron),9
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,Otros,BA.1.* (Omicron),1
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,Otros,BA.2.* (Omicron),2
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,Otros,BA.4.* (Omicron),55
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,Otros,BA.5.* (Omicron),57
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,Otros,BE.* (Omicron),244
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,Otros,BQ.1.* (Omicron),441
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,Otros,DL.1 (Omicron),135
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,Otros,Otras,92
2022-11-01,Nov 2022,Sureste,Rio de Eneeiro,Otros,XBB.* (Omicron),14
2022-11-01,Nov 2022,Sureste,São Paulo,FIOCRUZ,BA.2.* (Omicron),1
2022-11-01,Nov 2022,Sureste,São Paulo,FIOCRUZ,BA.5.* (Omicron),1
2022-11-01,Nov 2022,Sureste,São Paulo,FIOCRUZ,BE.* (Omicron),40
2022-11-01,Nov 2022,Sureste,São Paulo,FIOCRUZ,BQ.1.* (Omicron),80
2022-11-01,Nov 2022,Sureste,São Paulo,FIOCRUZ,DL.1 (Omicron),1
2022-11-01,Nov 2022,Sureste,São Paulo,FIOCRUZ,Otras,4
2022-11-01,Nov 2022,Sureste,São Paulo,FIOCRUZ,XBB.* (Omicron),2
2022-11-01,Nov 2022,Sureste,São Paulo,Otros,BA.2.* (Omicron),3
2022-11-01,Nov 2022,Sureste,São Paulo,Otros,BA.4.* (Omicron),41
2022-11-01,Nov 2022,Sureste,São Paulo,Otros,BA.5.* (Omicron),51
2022-11-01,Nov 2022,Sureste,São Paulo,Otros,BE.* (Omicron),549
2022-11-01,Nov 2022,Sureste,São Paulo,Otros,BQ.1.* (Omicron),1142
2022-11-01,Nov 2022,Sureste,São Paulo,Otros,DL.1 (Omicron),28
2022-11-01,Nov 2022,Sureste,São Paulo,Otros,Otras,63
2022-11-01,Nov 2022,Sureste,São Paulo,Otros,XBB.* (Omicron),40
2022-11-01,Nov 2022,Sur,Paraná,FIOCRUZ,BA.4.* (Omicron),3
2022-11-01,Nov 2022,Sur,Paraná,FIOCRUZ,BA.5.* (Omicron),3
2022-11-01,Nov 2022,Sur,Paraná,FIOCRUZ,BE.* (Omicron),3
2022-11-01,Nov 2022,Sur,Paraná,FIOCRUZ,BQ.1.* (Omicron),21
2022-11-01,Nov 2022,Sur,Paraná,FIOCRUZ,DL.1 (Omicron),1
2022-11-01,Nov 2022,Sur,Paraná,Otros,BA.1.* (Omicron),1
2022-11-01,Nov 2022,Sur,Paraná,Otros,BA.4.* (Omicron),6
2022-11-01,Nov 2022,Sur,Paraná,Otros,BA.5.* (Omicron),36
2022-11-01,Nov 2022,Sur,Paraná,Otros,BE.* (Omicron),36
2022-11-01,Nov 2022,Sur,Paraná,Otros,BQ.1.* (Omicron),135
2022-11-01,Nov 2022,Sur,Paraná,Otros,DL.1 (Omicron),21
2022-11-01,Nov 2022,Sur,Paraná,Otros,Otras,27
2022-11-01,Nov 2022,Sur,Paraná,Otros,XBB.* (Omicron),8
2022-11-01,Nov 2022,Sur,Rio Grande do Sul,Otros,BA.4.* (Omicron),8
2022-11-01,Nov 2022,Sur,Rio Grande do Sul,Otros,BA.5.* (Omicron),16
2022-11-01,Nov 2022,Sur,Rio Grande do Sul,Otros,BE.* (Omicron),33
2022-11-01,Nov 2022,Sur,Rio Grande do Sul,Otros,BQ.1.* (Omicron),128
2022-11-01,Nov 2022,Sur,Rio Grande do Sul,Otros,DL.1 (Omicron),3
