Data,Período,Região,Estado,Laboratório,Variante,Variantes relevantes,Quantidade
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BF.41,Outras,1
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BF.41.1,Outras,2
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BA.2.75.5,BA.2.* (Omicron),1
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BA.4,BA.4.* (Omicron),1
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BA.4.1.8,BA.4.* (Omicron),1
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BA.4.6,BA.4.* (Omicron),2
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BA.5.1,BA.5.* (Omicron),5
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BA.5.2,BA.5.* (Omicron),3
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BA.5.2.1,BA.5.* (Omicron),17
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BF.12,Outras,1
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BF.39,Outras,2
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BF.41,Outras,2
2022-09-01,Set 2022,Sudeste,Rio de Janeiro,Outros,BF.41.1,Outras,1
2022-09-01,Set 2022,Sudeste,São Paulo,FIOCRUZ,AY.99.2,Delta,5
2022-09-01,Set 2022,Sudeste,São Paulo,FIOCRUZ,BA.5.1,BA.5.* (Omicron),2
2022-09-01,Set 2022,Sudeste,São Paulo,FIOCRUZ,BA.5.2,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,FIOCRUZ,BA.5.2.1,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.2.56,BA.2.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.4,BA.4.* (Omicron),13
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.4.1,BA.4.* (Omicron),2
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.4.6,BA.4.* (Omicron),19
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.4.6.5,BA.4.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5,BA.5.* (Omicron),2
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.1,BA.5.* (Omicron),30
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.1.10,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.1.14,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.1.15,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.1.2,BA.5.* (Omicron),2
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.1.21,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.1.22,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.10,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.2,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.2.1,BA.5.* (Omicron),66
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.2.22,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.2.62,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.2.9,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.5,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BA.5.6,BA.5.* (Omicron),3
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BE.1,BE.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BE.1.1,BE.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BE.1.4,BE.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BE.10,BE.* (Omicron),11
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BE.5,BE.* (Omicron),2
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BF.39,Outras,2
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BF.4,Outras,1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BF.41,Outras,2
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BF.5,Outras,4
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BF.7,Outras,4
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BF.7.4.1,Outras,1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BF.7.8,Outras,1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BL.1,Outras,4
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BQ.1,BQ.1.* (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BQ.1.1,BQ.1.1 (Omicron),1
2022-09-01,Set 2022,Sudeste,São Paulo,Outros,BQ.1.1.5,BQ.1.* (Omicron),1
2022-09-01,Set 2022,Sul,Paraná,Outros,BA.4.6,BA.4.* (Omicron),3
2022-09-01,Set 2022,Sul,Paraná,Outros,BA.5,BA.5.* (Omicron),2
2022-09-01,Set 2022,Sul,Paraná,Outros,BA.5.1,BA.5.* (Omicron),7
2022-09-01,Set 2022,Sul,Paraná,Outros,BA.5.2.1,BA.5.* (Omicron),36
2022-09-01,Set 2022,Sul,Paraná,Outros,BA.5.2.6,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sul,Paraná,Outros,BE.1,BE.* (Omicron),1
2022-09-01,Set 2022,Sul,Paraná,Outros,BF.26,Outras,1
2022-09-01,Set 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.2,BA.2.* (Omicron),2
2022-09-01,Set 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.4.1,BA.4.* (Omicron),2
2022-09-01,Set 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.4.6,BA.4.* (Omicron),21
2022-09-01,Set 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.5,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.5.1,BA.5.* (Omicron),9
2022-09-01,Set 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.5.1.22,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.5.2,BA.5.* (Omicron),8
2022-09-01,Set 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.5.2.1,BA.5.* (Omicron),14
2022-09-01,Set 2022,Sul,Rio Grande do Sul,FIOCRUZ,BE.1,BE.* (Omicron),1
2022-09-01,Set 2022,Sul,Rio Grande do Sul,Outros,BA.4.6,BA.4.* (Omicron),3
2022-09-01,Set 2022,Sul,Rio Grande do Sul,Outros,BA.5.1,BA.5.* (Omicron),2
2022-09-01,Set 2022,Sul,Rio Grande do Sul,Outros,BA.5.2.1,BA.5.* (Omicron),5
2022-09-01,Set 2022,Sul,Rio Grande do Sul,Outros,BE.1,BE.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.23,BA.2.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.56,BA.2.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,FIOCRUZ,BA.4,BA.4.* (Omicron),2
2022-09-01,Set 2022,Sul,Santa Catarina,FIOCRUZ,BA.4.6,BA.4.* (Omicron),23
2022-09-01,Set 2022,Sul,Santa Catarina,FIOCRUZ,BA.5.1,BA.5.* (Omicron),21
2022-09-01,Set 2022,Sul,Santa Catarina,FIOCRUZ,BA.5.2,BA.5.* (Omicron),4
2022-09-01,Set 2022,Sul,Santa Catarina,FIOCRUZ,BA.5.2.1,BA.5.* (Omicron),30
2022-09-01,Set 2022,Sul,Santa Catarina,FIOCRUZ,BA.5.2.10,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,FIOCRUZ,BA.5.2.21,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,FIOCRUZ,BF.39,Outras,2
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BA.1.1,BA.1.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BA.1.17.2,BA.1.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BA.2.3.16,BA.2.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BA.4,BA.4.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BA.4.1,BA.4.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BA.4.6,BA.4.* (Omicron),7
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BA.5.1,BA.5.* (Omicron),14
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BA.5.1.2,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BA.5.2.1,BA.5.* (Omicron),16
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BA.5.6,BA.5.* (Omicron),1
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BF.28,Outras,1
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BF.41,Outras,2
2022-09-01,Set 2022,Sul,Santa Catarina,Outros,BQ.1.1.31,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BA.4.6,BA.4.* (Omicron),1
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BA.5.1,BA.5.* (Omicron),5
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BA.5.1.15,BA.5.* (Omicron),7
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BA.5.1.30,BA.5.* (Omicron),1
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BA.5.1.33,BA.5.* (Omicron),1
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BA.5.2,BA.5.* (Omicron),1
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BA.5.2.1,BA.5.* (Omicron),3
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BA.5.3.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BE.10,BE.* (Omicron),1
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BE.9,BE.* (Omicron),2
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BF.7.5,Outras,1
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BQ.1,BQ.1.* (Omicron),2
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BQ.1.1,BQ.1.1 (Omicron),3
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BQ.1.1.4,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,BQ.1.23,BQ.1.* (Omicron),4
2022-10-01,Out 2022,Centro-oeste,Distrito Federal,Outros,DL.1,DL.1 (Omicron),2
2022-10-01,Out 2022,Centro-oeste,Goiás,Outros,BE.9,BE.* (Omicron),1
2022-10-01,Out 2022,Centro-oeste,Mato Grosso,Outros,BQ.1.1,BQ.1.1 (Omicron),1
2022-10-01,Out 2022,Centro-oeste,Mato Grosso do Sul,Outros,BE.9,BE.* (Omicron),2
2022-10-01,Out 2022,Centro-oeste,Mato Grosso do Sul,Outros,BF.7,Outras,1
2022-10-01,Out 2022,Nordeste,Alagoas,FIOCRUZ,BQ.1.1,BQ.1.1 (Omicron),1
2022-10-01,Out 2022,Nordeste,Bahia,FIOCRUZ,BE.10,BE.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Bahia,Outros,BA.5.1,BA.5.* (Omicron),2
2022-10-01,Out 2022,Nordeste,Bahia,Outros,BA.5.2.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Bahia,Outros,BE.10,BE.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Bahia,Outros,BF.41.1,Outras,1
2022-10-01,Out 2022,Nordeste,Bahia,Outros,BQ.1.1,BQ.1.1 (Omicron),4
2022-10-01,Out 2022,Nordeste,Bahia,Outros,BQ.1.1.36,BQ.1.* (Omicron),2
2022-10-01,Out 2022,Nordeste,Bahia,Outros,BQ.1.1.60,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Bahia,Outros,DL.1,DL.1 (Omicron),5
2022-10-01,Out 2022,Nordeste,Ceará,FIOCRUZ,BA.4.6,BA.4.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Ceará,FIOCRUZ,DL.1,DL.1 (Omicron),1
2022-10-01,Out 2022,Nordeste,Ceará,Outros,BA.1,BA.1.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Ceará,Outros,BA.1.1,BA.1.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Ceará,Outros,BA.4.6,BA.4.* (Omicron),2
2022-10-01,Out 2022,Nordeste,Ceará,Outros,BA.5.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Ceará,Outros,BA.5.2.6,BA.5.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Ceará,Outros,BE.9,BE.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Ceará,Outros,DL.1,DL.1 (Omicron),1
2022-10-01,Out 2022,Nordeste,Maranhão,FIOCRUZ,BA.5.2.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Paraíba,FIOCRUZ,BA.1,BA.1.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Paraíba,FIOCRUZ,BA.4.6,BA.4.* (Omicron),2
2022-10-01,Out 2022,Nordeste,Paraíba,FIOCRUZ,BQ.1.1,BQ.1.1 (Omicron),6
2022-10-01,Out 2022,Nordeste,Pernambuco,FIOCRUZ,BA.4.1,BA.4.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Pernambuco,FIOCRUZ,BA.4.6,BA.4.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Pernambuco,FIOCRUZ,BA.5.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Pernambuco,FIOCRUZ,BA.5.2.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Pernambuco,FIOCRUZ,BE.10,BE.* (Omicron),2
2022-10-01,Out 2022,Nordeste,Pernambuco,FIOCRUZ,BE.9,BE.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Pernambuco,FIOCRUZ,BQ.1,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Pernambuco,FIOCRUZ,BQ.1.1,BQ.1.1 (Omicron),4
2022-10-01,Out 2022,Nordeste,Pernambuco,FIOCRUZ,DL.1,DL.1 (Omicron),54
2022-10-01,Out 2022,Nordeste,Pernambuco,FIOCRUZ,EE.2,Outras,1
2022-10-01,Out 2022,Nordeste,Pernambuco,Outros,BA.5.1,BA.5.* (Omicron),4
2022-10-01,Out 2022,Nordeste,Pernambuco,Outros,BA.5.2.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Pernambuco,Outros,BA.5.2.33,BA.5.* (Omicron),1
2022-10-01,Out 2022,Nordeste,Pernambuco,Outros,BE.10,BE.* (Omicron),2
2022-10-01,Out 2022,Nordeste,Pernambuco,Outros,BF.26,Outras,1
2022-10-01,Out 2022,Nordeste,Pernambuco,Outros,BF.41.1,Outras,2
2022-10-01,Out 2022,Nordeste,Pernambuco,Outros,BQ.1.1,BQ.1.1 (Omicron),2
2022-10-01,Out 2022,Nordeste,Pernambuco,Outros,DL.1,DL.1 (Omicron),34
2022-10-01,Out 2022,Nordeste,Piauí,FIOCRUZ,BQ.1.1,BQ.1.1 (Omicron),3
2022-10-01,Out 2022,Norte,Acre,Outros,BA.1.1,BA.1.* (Omicron),1
2022-10-01,Out 2022,Norte,Amazonas,FIOCRUZ,BA.5.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Norte,Amazonas,FIOCRUZ,BA.5.2.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Norte,Amazonas,FIOCRUZ,BA.5.3.1,BA.5.* (Omicron),306
2022-10-01,Out 2022,Norte,Amazonas,FIOCRUZ,BE.5,BE.* (Omicron),1
2022-10-01,Out 2022,Norte,Amazonas,FIOCRUZ,BE.7,BE.* (Omicron),6
2022-10-01,Out 2022,Norte,Amazonas,FIOCRUZ,BE.9,BE.* (Omicron),224
2022-10-01,Out 2022,Norte,Amazonas,FIOCRUZ,BF.33,Outras,13
2022-10-01,Out 2022,Norte,Amazonas,FIOCRUZ,BQ.1.10,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Norte,Amazonas,FIOCRUZ,DL.1,DL.1 (Omicron),4
2022-10-01,Out 2022,Norte,Amazonas,Outros,BA.5.3.1,BA.5.* (Omicron),2
2022-10-01,Out 2022,Norte,Amazonas,Outros,BE.9,BE.* (Omicron),16
2022-10-01,Out 2022,Norte,Pará,FIOCRUZ,DL.1,DL.1 (Omicron),68
2022-10-01,Out 2022,Norte,Pará,Outros,DL.1,DL.1 (Omicron),13
2022-10-01,Out 2022,Norte,Tocantins,FIOCRUZ,BA.5.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Norte,Tocantins,Outros,BQ.1,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BA.4.6,BA.4.* (Omicron),6
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BA.5.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BA.5.1.15,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BA.5.2,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BA.5.2.1,BA.5.* (Omicron),3
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BA.5.2.22,BA.5.* (Omicron),2
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BF.39,Outras,2
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BF.41.1,Outras,1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BF.5,Outras,1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BF.7,Outras,1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BN.3.1,Outras,1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BQ.1,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BQ.1.1,BQ.1.1 (Omicron),4
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BQ.1.10,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,BQ.1.18,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Espírito Santo,Outros,CQ.1,Outras,1
2022-10-01,Out 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.4.6,BA.4.* (Omicron),2
2022-10-01,Out 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.5.2,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.5.2.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.5.2.35,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,FIOCRUZ,BN.1.3.1,Outras,1
2022-10-01,Out 2022,Sudeste,Minas Gerais,FIOCRUZ,BQ.1.13,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,FIOCRUZ,BQ.1.5,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BA.2,BA.2.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BA.4.6,BA.4.* (Omicron),2
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BA.5.1,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BA.5.1.30,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BA.5.2.21,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BE.10,BE.* (Omicron),2
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BE.9,BE.* (Omicron),2
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BF.7,Outras,1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BN.1,Outras,1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BN.1.3,Outras,1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BQ.1.10,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BQ.1.13,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BQ.1.18,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Minas Gerais,Outros,BQ.1.5,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.1.1,BA.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.1.14.1,BA.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.2.12.1,BA.2.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.4.6,BA.4.* (Omicron),7
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.5.1,BA.5.* (Omicron),3
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.5.2,BA.5.* (Omicron),2
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.5.2.1,BA.5.* (Omicron),5
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BE.10,BE.* (Omicron),9
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BE.9,BE.* (Omicron),2
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BF.41.1,Outras,8
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BF.7,Outras,1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BQ.1.1,BQ.1.1 (Omicron),9
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BQ.1.1.60,BQ.1.* (Omicron),6
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BQ.1.10,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BQ.1.3,BQ.1.* (Omicron),4
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,FIOCRUZ,DL.1,DL.1 (Omicron),13
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.2.3,BA.2.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.2.75.2,BA.2.* (Omicron),2
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.4.6,BA.4.* (Omicron),25
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.5.1,BA.5.* (Omicron),6
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.5.1.22,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.5.1.30,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.5.2,BA.5.* (Omicron),9
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.5.2.1,BA.5.* (Omicron),41
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.5.2.18,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.5.2.6,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BA.5.9,BA.5.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BE.10,BE.* (Omicron),14
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BE.9,BE.* (Omicron),3
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BF.26,Outras,1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BF.41.1,Outras,41
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BF.5,Outras,1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BF.7,Outras,4
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BF.7.4.1,Outras,1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BL.1,Outras,1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BN.3.1,Outras,1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BN.6,Outras,1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BQ.1,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BQ.1.1,BQ.1.1 (Omicron),10
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BQ.1.1.18,BQ.1.* (Omicron),4
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BQ.1.1.23,BQ.1.* (Omicron),2
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BQ.1.1.60,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BQ.1.1.72,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BQ.1.14,BQ.1.* (Omicron),1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BQ.1.2,BQ.1.* (Omicron),2
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,BQ.1.3,BQ.1.* (Omicron),9
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,CA.3,Outras,1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,DF.1,Outras,1
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,DL.1,DL.1 (Omicron),16
2022-10-01,Out 2022,Sudeste,Rio de Janeiro,Outros,XBB.1,XBB.* (Omicron),1
2022-10-01,Out 2022,Sudeste,São Paulo,FIOCRUZ,AY.99.2,Delta,1
2022-10-01,Out 2022,Sudeste,São Paulo,FIOCRUZ,BA.4.6,BA.4.* (Omicron),2
2022-10-01,Out 2022,Sudeste,São Paulo,FIOCRUZ,BE.10,BE.* (Omicron),3
2022-10-01,Out 2022,Sudeste,São Paulo,FIOCRUZ,BQ.1.1,BQ.1.1 (Omicron),3
2022-10-01,Out 2022,Sudeste,São Paulo,Outros,BA.2.75,BA.2.* (Omicron),1
2022-10-01,Out 2022,Sudeste,São Paulo,Outros,BA.2.75.2,BA.2.* (Omicron),2
2022-10-01,Out 2022,Sudeste,São Paulo,Outros,BA.2.75.5,BA.2.* (Omicron),2
2022-10-01,Out 2022,Sudeste,São Paulo,Outros,BA.4,BA.4.* (Omicron),1
2022-10-01,Out 2022,Sudeste,São Paulo,Outros,BA.4.6,BA.4.* (Omicron),36
