Data,Periodo,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
2021-09-01,Set 2021,Centro-oeste,Mato Grosso do Sul,Outros,AY.*+B.1.617.2 (Delta),36
2021-09-01,Set 2021,Centro-oeste,Mato Grosso do Sul,Outros,P.1+P.1.* (Gama),6
2021-09-01,Set 2021,Nordeste,Alagoas,FIOCRUZ,AY.*+B.1.617.2 (Delta),149
2021-09-01,Set 2021,Nordeste,Alagoas,FIOCRUZ,P.1+P.1.* (Gama),9
2021-09-01,Set 2021,Nordeste,Alagoas,Outros,AY.*+B.1.617.2 (Delta),283
2021-09-01,Set 2021,Nordeste,Alagoas,Outros,P.1+P.1.* (Gama),18
2021-09-01,Set 2021,Nordeste,Bahia,FIOCRUZ,AY.*+B.1.617.2 (Delta),122
2021-09-01,Set 2021,Nordeste,Bahia,FIOCRUZ,P.1+P.1.* (Gama),14
2021-09-01,Set 2021,Nordeste,Bahia,Outros,AY.*+B.1.617.2 (Delta),173
2021-09-01,Set 2021,Nordeste,Bahia,Outros,P.1+P.1.* (Gama),7
2021-09-01,Set 2021,Nordeste,Ceará,FIOCRUZ,AY.*+B.1.617.2 (Delta),292
2021-09-01,Set 2021,Nordeste,Ceará,FIOCRUZ,P.1+P.1.* (Gama),52
2021-09-01,Set 2021,Nordeste,Ceará,Outros,AY.*+B.1.617.2 (Delta),3
2021-09-01,Set 2021,Nordeste,Ceará,Outros,P.1+P.1.* (Gama),1
2021-09-01,Set 2021,Nordeste,Maranhão,FIOCRUZ,AY.*+B.1.617.2 (Delta),40
2021-09-01,Set 2021,Nordeste,Maranhão,FIOCRUZ,P.1+P.1.* (Gama),16
2021-09-01,Set 2021,Nordeste,Maranhão,Outros,AY.*+B.1.617.2 (Delta),2
2021-09-01,Set 2021,Nordeste,Maranhão,Outros,P.1+P.1.* (Gama),1
2021-09-01,Set 2021,Nordeste,Paraíba,FIOCRUZ,AY.*+B.1.617.2 (Delta),302
2021-09-01,Set 2021,Nordeste,Paraíba,FIOCRUZ,P.1+P.1.* (Gama),6
2021-09-01,Set 2021,Nordeste,Paraíba,Outros,AY.*+B.1.617.2 (Delta),5
2021-09-01,Set 2021,Nordeste,Paraíba,Outros,P.1+P.1.* (Gama),1
2021-09-01,Set 2021,Nordeste,Pernambuco,FIOCRUZ,AY.*+B.1.617.2 (Delta),226
2021-09-01,Set 2021,Nordeste,Pernambuco,FIOCRUZ,P.1+P.1.* (Gama),20
2021-09-01,Set 2021,Nordeste,Pernambuco,Outros,AY.*+B.1.617.2 (Delta),53
2021-09-01,Set 2021,Nordeste,Pernambuco,Outros,P.1+P.1.* (Gama),7
2021-09-01,Set 2021,Nordeste,Piauí,FIOCRUZ,AY.*+B.1.617.2 (Delta),6
2021-09-01,Set 2021,Nordeste,Piauí,FIOCRUZ,P.1+P.1.* (Gama),6
2021-09-01,Set 2021,Nordeste,Piauí,Outros,AY.*+B.1.617.2 (Delta),9
2021-09-01,Set 2021,Nordeste,Piauí,Outros,P.1+P.1.* (Gama),2
2021-09-01,Set 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,AY.*+B.1.617.2 (Delta),114
2021-09-01,Set 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,P.1+P.1.* (Gama),1
2021-09-01,Set 2021,Nordeste,Rio Grande do Norte,Outros,AY.*+B.1.617.2 (Delta),2
2021-09-01,Set 2021,Nordeste,Sergipe,FIOCRUZ,AY.*+B.1.617.2 (Delta),25
2021-09-01,Set 2021,Nordeste,Sergipe,FIOCRUZ,P.1+P.1.* (Gama),1
2021-09-01,Set 2021,Nordeste,Sergipe,Outros,AY.*+B.1.617.2 (Delta),1
2021-09-01,Set 2021,Norte,Acre,Outros,AY.*+B.1.617.2 (Delta),1
2021-09-01,Set 2021,Norte,Amapá,FIOCRUZ,AY.*+B.1.617.2 (Delta),31
2021-09-01,Set 2021,Norte,Amapá,FIOCRUZ,P.1+P.1.* (Gama),14
2021-09-01,Set 2021,Norte,Amapá,Outros,AY.*+B.1.617.2 (Delta),6
2021-09-01,Set 2021,Norte,Amazonas,FIOCRUZ,AY.*+B.1.617.2 (Delta),100
2021-09-01,Set 2021,Norte,Amazonas,FIOCRUZ,Outras,1
2021-09-01,Set 2021,Norte,Amazonas,FIOCRUZ,P.1+P.1.* (Gama),149
2021-09-01,Set 2021,Norte,Pará,FIOCRUZ,AY.*+B.1.617.2 (Delta),68
2021-09-01,Set 2021,Norte,Pará,FIOCRUZ,P.1+P.1.* (Gama),57
2021-09-01,Set 2021,Norte,Pará,Outros,AY.*+B.1.617.2 (Delta),3
2021-09-01,Set 2021,Norte,Rondônia,FIOCRUZ,AY.*+B.1.617.2 (Delta),61
2021-09-01,Set 2021,Norte,Rondônia,FIOCRUZ,P.1+P.1.* (Gama),6
2021-09-01,Set 2021,Norte,Roraima,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2021-09-01,Set 2021,Norte,Roraima,FIOCRUZ,P.1+P.1.* (Gama),5
2021-09-01,Set 2021,Norte,Roraima,Outros,P.1+P.1.* (Gama),4
2021-09-01,Set 2021,Norte,Tocantins,FIOCRUZ,AY.*+B.1.617.2 (Delta),14
2021-09-01,Set 2021,Norte,Tocantins,FIOCRUZ,P.1+P.1.* (Gama),4
2021-09-01,Set 2021,Norte,Tocantins,Outros,AY.*+B.1.617.2 (Delta),16
2021-09-01,Set 2021,Norte,Tocantins,Outros,P.1+P.1.* (Gama),8
2021-09-01,Set 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.*+B.1.617.2 (Delta),331
2021-09-01,Set 2021,Sudeste,Espírito Santo,FIOCRUZ,P.1+P.1.* (Gama),9
2021-09-01,Set 2021,Sudeste,Espírito Santo,Outros,AY.*+B.1.617.2 (Delta),6
2021-09-01,Set 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.*+B.1.617.2 (Delta),154
2021-09-01,Set 2021,Sudeste,Minas Gerais,FIOCRUZ,P.1+P.1.* (Gama),28
2021-09-01,Set 2021,Sudeste,Minas Gerais,Outros,AY.*+B.1.617.2 (Delta),98
2021-09-01,Set 2021,Sudeste,Minas Gerais,Outros,P.1+P.1.* (Gama),39
2021-09-01,Set 2021,Sudeste,Rio de Janeiro,FIOCRUZ,AY.*+B.1.617.2 (Delta),161
2021-09-01,Set 2021,Sudeste,Rio de Janeiro,Outros,AY.*+B.1.617.2 (Delta),1170
2021-09-01,Set 2021,Sudeste,Rio de Janeiro,Outros,P.1+P.1.* (Gama),8
2021-09-01,Set 2021,Sudeste,São Paulo,Outros,AY.*+B.1.617.2 (Delta),5545
2021-09-01,Set 2021,Sudeste,São Paulo,Outros,B.1.1,2
2021-09-01,Set 2021,Sudeste,São Paulo,Outros,B.1.1.28,1
2021-09-01,Set 2021,Sudeste,São Paulo,Outros,Outras,11
2021-09-01,Set 2021,Sudeste,São Paulo,Outros,P.1+P.1.* (Gama),296
2021-09-01,Set 2021,Sul,Paraná,FIOCRUZ,AY.*+B.1.617.2 (Delta),175
2021-09-01,Set 2021,Sul,Paraná,FIOCRUZ,P.1+P.1.* (Gama),2
2021-09-01,Set 2021,Sul,Paraná,Outros,AY.*+B.1.617.2 (Delta),140
2021-09-01,Set 2021,Sul,Paraná,Outros,P.1+P.1.* (Gama),8
2021-09-01,Set 2021,Sul,Rio Grande do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),103
2021-09-01,Set 2021,Sul,Rio Grande do Sul,FIOCRUZ,P.1+P.1.* (Gama),2
2021-09-01,Set 2021,Sul,Rio Grande do Sul,Outros,AY.*+B.1.617.2 (Delta),28
2021-09-01,Set 2021,Sul,Rio Grande do Sul,Outros,Outras,3
2021-09-01,Set 2021,Sul,Rio Grande do Sul,Outros,P.1+P.1.* (Gama),8
2021-09-01,Set 2021,Sul,Santa Catarina,FIOCRUZ,AY.*+B.1.617.2 (Delta),163
2021-09-01,Set 2021,Sul,Santa Catarina,FIOCRUZ,P.1+P.1.* (Gama),10
2021-09-01,Set 2021,Sul,Santa Catarina,Outros,AY.*+B.1.617.2 (Delta),40
2021-10-01,Out 2021,Centro-oeste,Distrito Federal,Outros,AY.*+B.1.617.2 (Delta),159
2021-10-01,Out 2021,Centro-oeste,Distrito Federal,Outros,P.1+P.1.* (Gama),1
2021-10-01,Out 2021,Centro-oeste,Goiás,FIOCRUZ,AY.*+B.1.617.2 (Delta),237
2021-10-01,Out 2021,Centro-oeste,Goiás,FIOCRUZ,P.1+P.1.* (Gama),9
2021-10-01,Out 2021,Centro-oeste,Goiás,Outros,AY.*+B.1.617.2 (Delta),180
2021-10-01,Out 2021,Centro-oeste,Goiás,Outros,P.1+P.1.* (Gama),11
2021-10-01,Out 2021,Centro-oeste,Mato Grosso,Outros,AY.*+B.1.617.2 (Delta),8
2021-10-01,Out 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),90
2021-10-01,Out 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,P.1+P.1.* (Gama),7
2021-10-01,Out 2021,Centro-oeste,Mato Grosso do Sul,Outros,AY.*+B.1.617.2 (Delta),6
2021-10-01,Out 2021,Nordeste,Alagoas,FIOCRUZ,AY.*+B.1.617.2 (Delta),182
2021-10-01,Out 2021,Nordeste,Alagoas,FIOCRUZ,Outras,1
2021-10-01,Out 2021,Nordeste,Alagoas,FIOCRUZ,P.1+P.1.* (Gama),1
2021-10-01,Out 2021,Nordeste,Alagoas,Outros,AY.*+B.1.617.2 (Delta),77
2021-10-01,Out 2021,Nordeste,Bahia,FIOCRUZ,AY.*+B.1.617.2 (Delta),115
2021-10-01,Out 2021,Nordeste,Bahia,Outros,AY.*+B.1.617.2 (Delta),123
2021-10-01,Out 2021,Nordeste,Ceará,FIOCRUZ,AY.*+B.1.617.2 (Delta),444
2021-10-01,Out 2021,Nordeste,Ceará,FIOCRUZ,P.1+P.1.* (Gama),12
2021-10-01,Out 2021,Nordeste,Ceará,Outros,AY.*+B.1.617.2 (Delta),4
2021-10-01,Out 2021,Nordeste,Maranhão,Outros,AY.*+B.1.617.2 (Delta),2
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,AY.*+B.1.617.2 (Delta),341
2021-10-01,Out 2021,Nordeste,Paraíba,FIOCRUZ,P.1+P.1.* (Gama),5
2021-10-01,Out 2021,Nordeste,Paraíba,Outros,AY.*+B.1.617.2 (Delta),8
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,AY.*+B.1.617.2 (Delta),172
2021-10-01,Out 2021,Nordeste,Pernambuco,FIOCRUZ,P.1+P.1.* (Gama),2
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,AY.*+B.1.617.2 (Delta),93
2021-10-01,Out 2021,Nordeste,Pernambuco,Outros,P.1+P.1.* (Gama),3
2021-10-01,Out 2021,Nordeste,Piauí,Outros,AY.*+B.1.617.2 (Delta),22
2021-10-01,Out 2021,Nordeste,Piauí,Outros,P.1+P.1.* (Gama),1
2021-10-01,Out 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,AY.*+B.1.617.2 (Delta),8
2021-10-01,Out 2021,Nordeste,Rio Grande do Norte,Outros,AY.*+B.1.617.2 (Delta),3
2021-10-01,Out 2021,Nordeste,Sergipe,FIOCRUZ,AY.*+B.1.617.2 (Delta),27
2021-10-01,Out 2021,Nordeste,Sergipe,Outros,AY.*+B.1.617.2 (Delta),2
2021-10-01,Out 2021,Norte,Amapá,FIOCRUZ,AY.*+B.1.617.2 (Delta),89
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,AY.*+B.1.617.2 (Delta),144
2021-10-01,Out 2021,Norte,Amazonas,FIOCRUZ,P.1+P.1.* (Gama),24
2021-10-01,Out 2021,Norte,Amazonas,Outros,AY.*+B.1.617.2 (Delta),2
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,AY.*+B.1.617.2 (Delta),246
2021-10-01,Out 2021,Norte,Pará,FIOCRUZ,P.1+P.1.* (Gama),14
2021-10-01,Out 2021,Norte,Pará,Outros,AY.*+B.1.617.2 (Delta),3
2021-10-01,Out 2021,Norte,Pará,Outros,P.1+P.1.* (Gama),2
2021-10-01,Out 2021,Norte,Rondônia,FIOCRUZ,AY.*+B.1.617.2 (Delta),109
2021-10-01,Out 2021,Norte,Rondônia,FIOCRUZ,P.1+P.1.* (Gama),1
2021-10-01,Out 2021,Norte,Rondônia,Outros,AY.*+B.1.617.2 (Delta),1
2021-10-01,Out 2021,Norte,Roraima,FIOCRUZ,AY.*+B.1.617.2 (Delta),27
2021-10-01,Out 2021,Norte,Roraima,FIOCRUZ,P.1+P.1.* (Gama),7
2021-10-01,Out 2021,Norte,Tocantins,FIOCRUZ,AY.*+B.1.617.2 (Delta),39
2021-10-01,Out 2021,Norte,Tocantins,Outros,AY.*+B.1.617.2 (Delta),25
2021-10-01,Out 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.*+B.1.617.2 (Delta),241
2021-10-01,Out 2021,Sudeste,Espírito Santo,Outros,AY.*+B.1.617.2 (Delta),5
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.*+B.1.617.2 (Delta),168
2021-10-01,Out 2021,Sudeste,Minas Gerais,FIOCRUZ,P.1+P.1.* (Gama),2
2021-10-01,Out 2021,Sudeste,Minas Gerais,Outros,AY.*+B.1.617.2 (Delta),22
2021-10-01,Out 2021,Sudeste,Minas Gerais,Outros,P.1+P.1.* (Gama),1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,FIOCRUZ,AY.*+B.1.617.2 (Delta),48
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.1+P.1.* (Gama),1
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,AY.*+B.1.617.2 (Delta),832
2021-10-01,Out 2021,Sudeste,Rio de Janeiro,Outros,P.1+P.1.* (Gama),3
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,AY.*+B.1.617.2 (Delta),4066
2021-10-01,Out 2021,Sudeste,São Paulo,Outros,P.1+P.1.* (Gama),25
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,AY.*+B.1.617.2 (Delta),125
2021-10-01,Out 2021,Sul,Paraná,FIOCRUZ,P.1+P.1.* (Gama),1
2021-10-01,Out 2021,Sul,Paraná,Outros,AY.*+B.1.617.2 (Delta),152
2021-10-01,Out 2021,Sul,Paraná,Outros,B.1.1.28,1
2021-10-01,Out 2021,Sul,Paraná,Outros,P.1+P.1.* (Gama),1
2021-10-01,Out 2021,Sul,Rio Grande do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),104
2021-10-01,Out 2021,Sul,Rio Grande do Sul,Outros,AY.*+B.1.617.2 (Delta),21
2021-10-01,Out 2021,Sul,Rio Grande do Sul,Outros,P.1+P.1.* (Gama),1
2021-10-01,Out 2021,Sul,Santa Catarina,FIOCRUZ,AY.*+B.1.617.2 (Delta),157
2021-10-01,Out 2021,Sul,Santa Catarina,FIOCRUZ,P.1+P.1.* (Gama),1
2021-10-01,Out 2021,Sul,Santa Catarina,Outros,AY.*+B.1.617.2 (Delta),534
2021-10-01,Out 2021,Sul,Santa Catarina,Outros,P.1+P.1.* (Gama),6
2021-11-01,Nov 2021,Centro-oeste,Distrito Federal,Outros,AY.*+B.1.617.2 (Delta),110
2021-11-01,Nov 2021,Centro-oeste,Distrito Federal,Outros,BA.* (Omicron),1
2021-11-01,Nov 2021,Centro-oeste,Goiás,FIOCRUZ,AY.*+B.1.617.2 (Delta),37
2021-11-01,Nov 2021,Centro-oeste,Goiás,Outros,AY.*+B.1.617.2 (Delta),195
2021-11-01,Nov 2021,Centro-oeste,Goiás,Outros,P.1+P.1.* (Gama),2
2021-11-01,Nov 2021,Centro-oeste,Mato Grosso,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2021-11-01,Nov 2021,Centro-oeste,Mato Grosso,Outros,AY.*+B.1.617.2 (Delta),5
2021-11-01,Nov 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),109
2021-11-01,Nov 2021,Centro-oeste,Mato Grosso do Sul,Outros,AY.*+B.1.617.2 (Delta),30
2021-11-01,Nov 2021,Nordeste,Alagoas,FIOCRUZ,AY.*+B.1.617.2 (Delta),58
2021-11-01,Nov 2021,Nordeste,Alagoas,Outros,AY.*+B.1.617.2 (Delta),72
2021-11-01,Nov 2021,Nordeste,Alagoas,Outros,P.1+P.1.* (Gama),1
2021-11-01,Nov 2021,Nordeste,Bahia,FIOCRUZ,AY.*+B.1.617.2 (Delta),206
2021-11-01,Nov 2021,Nordeste,Bahia,Outros,AY.*+B.1.617.2 (Delta),136
2021-11-01,Nov 2021,Nordeste,Ceará,FIOCRUZ,AY.*+B.1.617.2 (Delta),400
2021-11-01,Nov 2021,Nordeste,Ceará,Outros,AY.*+B.1.617.2 (Delta),7
2021-11-01,Nov 2021,Nordeste,Maranhão,Outros,AY.*+B.1.617.2 (Delta),2
2021-11-01,Nov 2021,Nordeste,Paraíba,FIOCRUZ,AY.*+B.1.617.2 (Delta),94
2021-11-01,Nov 2021,Nordeste,Paraíba,Outros,AY.*+B.1.617.2 (Delta),11
2021-11-01,Nov 2021,Nordeste,Pernambuco,FIOCRUZ,AY.*+B.1.617.2 (Delta),165
2021-11-01,Nov 2021,Nordeste,Pernambuco,Outros,AY.*+B.1.617.2 (Delta),61
2021-11-01,Nov 2021,Nordeste,Piauí,FIOCRUZ,AY.*+B.1.617.2 (Delta),3
2021-11-01,Nov 2021,Nordeste,Piauí,Outros,AY.*+B.1.617.2 (Delta),29
2021-11-01,Nov 2021,Nordeste,Piauí,Outros,P.1+P.1.* (Gama),1
2021-11-01,Nov 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,AY.*+B.1.617.2 (Delta),19
2021-11-01,Nov 2021,Nordeste,Rio Grande do Norte,Outros,AY.*+B.1.617.2 (Delta),23
2021-11-01,Nov 2021,Nordeste,Sergipe,FIOCRUZ,AY.*+B.1.617.2 (Delta),9
2021-11-01,Nov 2021,Norte,Acre,FIOCRUZ,AY.*+B.1.617.2 (Delta),32
2021-11-01,Nov 2021,Norte,Amapá,FIOCRUZ,AY.*+B.1.617.2 (Delta),41
2021-11-01,Nov 2021,Norte,Amapá,Outros,P.1+P.1.* (Gama),1
2021-11-01,Nov 2021,Norte,Amazonas,FIOCRUZ,AY.*+B.1.617.2 (Delta),293
2021-11-01,Nov 2021,Norte,Amazonas,FIOCRUZ,P.1+P.1.* (Gama),14
2021-11-01,Nov 2021,Norte,Amazonas,Outros,AY.*+B.1.617.2 (Delta),2
2021-11-01,Nov 2021,Norte,Pará,FIOCRUZ,AY.*+B.1.617.2 (Delta),270
2021-11-01,Nov 2021,Norte,Pará,FIOCRUZ,P.1+P.1.* (Gama),2
2021-11-01,Nov 2021,Norte,Pará,Outros,AY.*+B.1.617.2 (Delta),2
2021-11-01,Nov 2021,Norte,Rondônia,FIOCRUZ,AY.*+B.1.617.2 (Delta),75
2021-11-01,Nov 2021,Norte,Roraima,FIOCRUZ,AY.*+B.1.617.2 (Delta),5
2021-11-01,Nov 2021,Norte,Tocantins,FIOCRUZ,AY.*+B.1.617.2 (Delta),35
2021-11-01,Nov 2021,Norte,Tocantins,FIOCRUZ,P.1+P.1.* (Gama),1
2021-11-01,Nov 2021,Norte,Tocantins,Outros,AY.*+B.1.617.2 (Delta),11
2021-11-01,Nov 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.*+B.1.617.2 (Delta),153
2021-11-01,Nov 2021,Sudeste,Espírito Santo,Outros,AY.*+B.1.617.2 (Delta),17
2021-11-01,Nov 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.*+B.1.617.2 (Delta),126
2021-11-01,Nov 2021,Sudeste,Minas Gerais,FIOCRUZ,P.1+P.1.* (Gama),1
2021-11-01,Nov 2021,Sudeste,Minas Gerais,Outros,AY.*+B.1.617.2 (Delta),38
2021-11-01,Nov 2021,Sudeste,Rio de Janeiro,FIOCRUZ,AY.*+B.1.617.2 (Delta),11
2021-11-01,Nov 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.1+P.1.* (Gama),1
2021-11-01,Nov 2021,Sudeste,Rio de Janeiro,Outros,AY.*+B.1.617.2 (Delta),800
2021-11-01,Nov 2021,Sudeste,Rio de Janeiro,Outros,P.1+P.1.* (Gama),2
2021-11-01,Nov 2021,Sudeste,São Paulo,Outros,AY.*+B.1.617.2 (Delta),4260
2021-11-01,Nov 2021,Sudeste,São Paulo,Outros,BA.* (Omicron),3
2021-11-01,Nov 2021,Sudeste,São Paulo,Outros,Outras,2
2021-11-01,Nov 2021,Sudeste,São Paulo,Outros,P.1+P.1.* (Gama),9
2021-11-01,Nov 2021,Sul,Paraná,FIOCRUZ,AY.*+B.1.617.2 (Delta),137
2021-11-01,Nov 2021,Sul,Paraná,FIOCRUZ,BA.* (Omicron),1
2021-11-01,Nov 2021,Sul,Paraná,Outros,AY.*+B.1.617.2 (Delta),58
2021-11-01,Nov 2021,Sul,Rio Grande do Sul,Outros,AY.*+B.1.617.2 (Delta),92
2021-11-01,Nov 2021,Sul,Santa Catarina,FIOCRUZ,AY.*+B.1.617.2 (Delta),228
2021-11-01,Nov 2021,Sul,Santa Catarina,Outros,AY.*+B.1.617.2 (Delta),527
2021-12-01,Dez 2021,Centro-oeste,Distrito Federal,Outros,BA.* (Omicron),2
2021-12-01,Dez 2021,Centro-oeste,Goiás,FIOCRUZ,AY.*+B.1.617.2 (Delta),4
2021-12-01,Dez 2021,Centro-oeste,Goiás,FIOCRUZ,BA.* (Omicron),11
2021-12-01,Dez 2021,Centro-oeste,Goiás,Outros,AY.*+B.1.617.2 (Delta),77
2021-12-01,Dez 2021,Centro-oeste,Goiás,Outros,BA.* (Omicron),98
2021-12-01,Dez 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),19
2021-12-01,Dez 2021,Centro-oeste,Mato Grosso do Sul,Outros,AY.*+B.1.617.2 (Delta),4
2021-12-01,Dez 2021,Nordeste,Alagoas,FIOCRUZ,AY.*+B.1.617.2 (Delta),10
2021-12-01,Dez 2021,Nordeste,Alagoas,FIOCRUZ,BA.* (Omicron),12
2021-12-01,Dez 2021,Nordeste,Bahia,FIOCRUZ,AY.*+B.1.617.2 (Delta),111
2021-12-01,Dez 2021,Nordeste,Bahia,FIOCRUZ,BA.* (Omicron),3
2021-12-01,Dez 2021,Nordeste,Bahia,Outros,AY.*+B.1.617.2 (Delta),64
2021-12-01,Dez 2021,Nordeste,Bahia,Outros,BA.* (Omicron),12
2021-12-01,Dez 2021,Nordeste,Ceará,FIOCRUZ,AY.*+B.1.617.2 (Delta),167
2021-12-01,Dez 2021,Nordeste,Ceará,FIOCRUZ,BA.* (Omicron),171
2021-12-01,Dez 2021,Nordeste,Paraíba,FIOCRUZ,AY.*+B.1.617.2 (Delta),52
2021-12-01,Dez 2021,Nordeste,Paraíba,FIOCRUZ,BA.* (Omicron),7
2021-12-01,Dez 2021,Nordeste,Pernambuco,FIOCRUZ,AY.*+B.1.617.2 (Delta),123
2021-12-01,Dez 2021,Nordeste,Pernambuco,FIOCRUZ,BA.* (Omicron),52
2021-12-01,Dez 2021,Nordeste,Pernambuco,FIOCRUZ,Outras,1
2021-12-01,Dez 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,AY.*+B.1.617.2 (Delta),23
2021-12-01,Dez 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,BA.* (Omicron),4
2021-12-01,Dez 2021,Nordeste,Sergipe,FIOCRUZ,AY.*+B.1.617.2 (Delta),3
2021-12-01,Dez 2021,Norte,Acre,FIOCRUZ,AY.*+B.1.617.2 (Delta),38
2021-12-01,Dez 2021,Norte,Acre,FIOCRUZ,P.1+P.1.* (Gama),1
2021-12-01,Dez 2021,Norte,Amapá,FIOCRUZ,AY.*+B.1.617.2 (Delta),25
2021-12-01,Dez 2021,Norte,Amazonas,FIOCRUZ,AY.*+B.1.617.2 (Delta),326
2021-12-01,Dez 2021,Norte,Amazonas,FIOCRUZ,BA.* (Omicron),30
2021-12-01,Dez 2021,Norte,Pará,FIOCRUZ,AY.*+B.1.617.2 (Delta),43
2021-12-01,Dez 2021,Norte,Pará,FIOCRUZ,BA.* (Omicron),6
2021-12-01,Dez 2021,Norte,Pará,Outros,AY.*+B.1.617.2 (Delta),1
2021-12-01,Dez 2021,Norte,Rondônia,FIOCRUZ,AY.*+B.1.617.2 (Delta),43
2021-12-01,Dez 2021,Norte,Rondônia,FIOCRUZ,BA.* (Omicron),2
2021-12-01,Dez 2021,Norte,Roraima,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2021-12-01,Dez 2021,Norte,Tocantins,FIOCRUZ,AY.*+B.1.617.2 (Delta),17
2021-12-01,Dez 2021,Norte,Tocantins,FIOCRUZ,BA.* (Omicron),2
2021-12-01,Dez 2021,Norte,Tocantins,Outros,AY.*+B.1.617.2 (Delta),45
2021-12-01,Dez 2021,Norte,Tocantins,Outros,BA.* (Omicron),1
2021-12-01,Dez 2021,Sudeste,Espírito Santo,FIOCRUZ,BA.* (Omicron),20
2021-12-01,Dez 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.*+B.1.617.2 (Delta),63
2021-12-01,Dez 2021,Sudeste,Minas Gerais,FIOCRUZ,B.1.1,1
2021-12-01,Dez 2021,Sudeste,Minas Gerais,FIOCRUZ,BA.* (Omicron),32
2021-12-01,Dez 2021,Sudeste,Minas Gerais,FIOCRUZ,P.1+P.1.* (Gama),1
2021-12-01,Dez 2021,Sudeste,Minas Gerais,Outros,AY.*+B.1.617.2 (Delta),4
2021-12-01,Dez 2021,Sudeste,Minas Gerais,Outros,BA.* (Omicron),13
2021-12-01,Dez 2021,Sudeste,Rio de Janeiro,FIOCRUZ,AY.*+B.1.617.2 (Delta),5
2021-12-01,Dez 2021,Sudeste,Rio de Janeiro,FIOCRUZ,BA.* (Omicron),108
2021-12-01,Dez 2021,Sudeste,Rio de Janeiro,Outros,AY.*+B.1.617.2 (Delta),32
2021-12-01,Dez 2021,Sudeste,Rio de Janeiro,Outros,BA.* (Omicron),178
2021-12-01,Dez 2021,Sudeste,São Paulo,Outros,AY.*+B.1.617.2 (Delta),1444
2021-12-01,Dez 2021,Sudeste,São Paulo,Outros,BA.* (Omicron),1237
2021-12-01,Dez 2021,Sudeste,São Paulo,Outros,P.1+P.1.* (Gama),50
2021-12-01,Dez 2021,Sul,Paraná,FIOCRUZ,AY.*+B.1.617.2 (Delta),9
2021-12-01,Dez 2021,Sul,Paraná,FIOCRUZ,BA.* (Omicron),17
2021-12-01,Dez 2021,Sul,Paraná,Outros,AY.*+B.1.617.2 (Delta),1
2021-12-01,Dez 2021,Sul,Paraná,Outros,BA.* (Omicron),2
2021-12-01,Dez 2021,Sul,Paraná,Outros,Outras,1
2021-12-01,Dez 2021,Sul,Rio Grande do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),5
2021-12-01,Dez 2021,Sul,Rio Grande do Sul,FIOCRUZ,BA.* (Omicron),28
2021-12-01,Dez 2021,Sul,Rio Grande do Sul,Outros,AY.*+B.1.617.2 (Delta),26
2021-12-01,Dez 2021,Sul,Rio Grande do Sul,Outros,BA.* (Omicron),4
2021-12-01,Dez 2021,Sul,Santa Catarina,FIOCRUZ,AY.*+B.1.617.2 (Delta),115
2021-12-01,Dez 2021,Sul,Santa Catarina,FIOCRUZ,BA.* (Omicron),176
2021-12-01,Dez 2021,Sul,Santa Catarina,Outros,AY.*+B.1.617.2 (Delta),213
2021-12-01,Dez 2021,Sul,Santa Catarina,Outros,BA.* (Omicron),113
