DATA_COLETA2,DATA_COLETA_PT,UF_COLETA,BA.1,BA.2,BA.4 ou BA.5,Delta,XBB,TOTAL,TOTAL_OMICRON,PORC_OMICRON_TOTAL,PORC_OMICRON_BA1,PORC_OMICRON_BA2,PORC_OMICRON_BA4_BA5,PORC_OMICRON_XBB,MV_PORC_OMICRON,MV_PORC_OMICRON_BA1,MV_PORC_OMICRON_BA2,MV_PORC_OMICRON_BA4_BA5,MV_PORC_OMICRON_XBB,Estado
2022-07-23,23-07-2022,RS,0,0,10,0,0,10,10,100.0,0.0,0.0,100.0,0.0,100.0,0.0,9.8,90.2,0.0,Rio Grande do Sul
2022-07-24,24-07-2022,RS,0,1,7,0,0,8,8,100.0,0.0,12.5,87.5,0.0,100.0,0.0,9.3,90.7,0.0,Rio Grande do Sul
2022-07-25,25-07-2022,RS,0,7,39,0,0,46,46,100.0,0.0,15.2,84.8,0.0,100.0,0.0,8.3,91.7,0.0,Rio Grande do Sul
2022-07-26,26-07-2022,RS,0,1,30,0,0,31,31,100.0,0.0,3.2,96.8,0.0,100.0,0.0,8.4,91.6,0.0,Rio Grande do Sul
2022-07-27,27-07-2022,RS,0,4,23,0,0,27,27,100.0,0.0,14.8,85.2,0.0,100.0,0.0,8.4,91.6,0.0,Rio Grande do Sul
2022-07-28,28-07-2022,RS,0,2,28,0,0,30,30,100.0,0.0,6.7,93.3,0.0,100.0,0.0,6.7,93.3,0.0,Rio Grande do Sul
2022-07-29,29-07-2022,RS,0,1,14,0,0,15,15,100.0,0.0,6.7,93.3,0.0,100.0,0.0,4.9,95.1,0.0,Rio Grande do Sul
2022-07-30,30-07-2022,RS,0,0,8,0,0,8,8,100.0,0.0,0.0,100.0,0.0,100.0,0.0,5.6,94.4,0.0,Rio Grande do Sul
2022-07-31,31-07-2022,RS,0,0,6,0,0,6,6,100.0,0.0,0.0,100.0,0.0,100.0,0.0,5.3,94.7,0.0,Rio Grande do Sul
2022-08-01,01-08-2022,RS,0,1,34,0,0,35,35,100.0,0.0,2.9,97.1,0.0,100.0,0.0,4.4,95.6,0.0,Rio Grande do Sul
2022-08-02,02-08-2022,RS,0,2,23,0,0,25,25,100.0,0.0,8.0,92.0,0.0,100.0,0.0,3.4,96.6,0.0,Rio Grande do Sul
2022-08-03,03-08-2022,RS,0,3,20,0,0,23,23,100.0,0.0,13.0,87.0,0.0,100.0,0.0,3.4,96.6,0.0,Rio Grande do Sul
2022-08-04,04-08-2022,RS,0,0,18,0,0,18,18,100.0,0.0,0.0,100.0,0.0,100.0,0.0,5.8,94.2,0.0,Rio Grande do Sul
2022-08-05,05-08-2022,RS,0,0,14,0,0,14,14,100.0,0.0,0.0,100.0,0.0,100.0,0.0,5.4,94.6,0.0,Rio Grande do Sul
2022-08-06,06-08-2022,RS,0,0,7,0,0,7,7,100.0,0.0,0.0,100.0,0.0,100.0,0.0,5.0,95.0,0.0,Rio Grande do Sul
2022-08-07,07-08-2022,RS,0,2,10,0,0,12,12,100.0,0.0,16.7,83.3,0.0,100.0,0.0,3.1,96.9,0.0,Rio Grande do Sul
2022-08-08,08-08-2022,RS,0,0,30,0,0,30,30,100.0,0.0,0.0,100.0,0.0,100.0,0.0,4.1,95.9,0.0,Rio Grande do Sul
2022-08-09,09-08-2022,RS,0,1,18,0,0,19,19,100.0,0.0,5.3,94.7,0.0,100.0,0.0,4.1,95.9,0.0,Rio Grande do Sul
2022-08-10,10-08-2022,RS,0,0,17,0,0,17,17,100.0,0.0,0.0,100.0,0.0,100.0,0.0,4.1,95.9,0.0,Rio Grande do Sul
2022-08-11,11-08-2022,RS,0,1,14,0,0,15,15,100.0,0.0,6.7,93.3,0.0,100.0,0.0,1.7,98.3,0.0,Rio Grande do Sul
2022-08-12,12-08-2022,RS,0,0,9,0,0,9,9,100.0,0.0,0.0,100.0,0.0,100.0,0.0,2.1,97.9,0.0,Rio Grande do Sul
2022-08-13,13-08-2022,RS,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,1.4,98.6,0.0,Rio Grande do Sul
2022-08-14,14-08-2022,RS,0,0,8,0,0,8,8,100.0,0.0,0.0,100.0,0.0,100.0,0.0,2.1,97.9,0.0,Rio Grande do Sul
2022-08-15,15-08-2022,RS,0,1,35,0,0,36,36,100.0,0.0,2.8,97.2,0.0,100.0,0.0,1.2,98.8,0.0,Rio Grande do Sul
2022-08-16,16-08-2022,RS,0,0,14,0,0,14,14,100.0,0.0,0.0,100.0,0.0,100.0,0.0,1.2,98.8,0.0,Rio Grande do Sul
2022-08-17,17-08-2022,RS,0,1,18,0,0,19,19,100.0,0.0,5.3,94.7,0.0,100.0,0.0,1.2,98.8,0.0,Rio Grande do Sul
2022-08-18,18-08-2022,RS,0,0,7,0,0,7,7,100.0,0.0,0.0,100.0,0.0,100.0,0.0,1.2,98.8,0.0,Rio Grande do Sul
2022-08-19,19-08-2022,RS,0,0,12,0,0,12,12,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.8,99.2,0.0,Rio Grande do Sul
2022-08-20,20-08-2022,RS,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.8,99.2,0.0,Rio Grande do Sul
2022-08-21,21-08-2022,RS,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-08-22,22-08-2022,RS,0,0,12,0,0,12,12,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-08-23,23-08-2022,RS,0,0,15,0,0,15,15,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-08-24,24-08-2022,RS,0,0,11,0,0,11,11,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-08-25,25-08-2022,RS,0,0,14,0,0,14,14,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-08-26,26-08-2022,RS,0,0,14,0,0,14,14,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-08-27,27-08-2022,RS,0,0,11,0,0,11,11,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.9,99.1,0.0,Rio Grande do Sul
2022-08-28,28-08-2022,RS,0,0,8,0,0,8,8,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.9,99.1,0.0,Rio Grande do Sul
2022-08-29,29-08-2022,RS,0,0,28,0,0,28,28,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.9,99.1,0.0,Rio Grande do Sul
2022-08-30,30-08-2022,RS,0,1,15,0,0,16,16,100.0,0.0,6.2,93.8,0.0,100.0,0.0,0.9,99.1,0.0,Rio Grande do Sul
2022-08-31,31-08-2022,RS,0,0,11,0,0,11,11,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.9,99.1,0.0,Rio Grande do Sul
2022-09-01,01-09-2022,RS,0,0,15,0,0,15,15,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.9,99.1,0.0,Rio Grande do Sul
2022-09-02,02-09-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.9,99.1,0.0,Rio Grande do Sul
2022-09-03,03-09-2022,RS,0,0,6,0,0,6,6,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-04,04-09-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-05,05-09-2022,RS,0,0,18,0,0,18,18,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-06,06-09-2022,RS,0,0,9,0,0,9,9,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-07,07-09-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-08,08-09-2022,RS,0,0,15,0,0,15,15,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-09,09-09-2022,RS,0,0,8,0,0,8,8,100.0,0.0,0.0,100.0,0.0,100.0,0.0,1.1,98.9,0.0,Rio Grande do Sul
2022-09-10,10-09-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,1.1,98.9,0.0,Rio Grande do Sul
2022-09-11,11-09-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,1.1,98.9,0.0,Rio Grande do Sul
2022-09-12,12-09-2022,RS,0,1,12,0,0,13,13,100.0,0.0,7.7,92.3,0.0,100.0,0.0,1.1,98.9,0.0,Rio Grande do Sul
2022-09-13,13-09-2022,RS,0,0,20,0,0,20,20,100.0,0.0,0.0,100.0,0.0,100.0,0.0,1.1,98.9,0.0,Rio Grande do Sul
2022-09-14,14-09-2022,RS,0,0,12,0,0,12,12,100.0,0.0,0.0,100.0,0.0,100.0,0.0,5.9,94.1,0.0,Rio Grande do Sul
2022-09-15,15-09-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,5.9,94.1,0.0,Rio Grande do Sul
2022-09-16,16-09-2022,RS,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,4.8,95.2,0.0,Rio Grande do Sul
2022-09-18,18-09-2022,RS,0,1,2,0,0,3,3,100.0,0.0,33.3,66.7,0.0,100.0,0.0,4.8,95.2,0.0,Rio Grande do Sul
2022-09-19,19-09-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,4.8,95.2,0.0,Rio Grande do Sul
2022-09-20,20-09-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,4.8,95.2,0.0,Rio Grande do Sul
2022-09-21,21-09-2022,RS,0,0,8,0,0,8,8,100.0,0.0,0.0,100.0,0.0,100.0,0.0,4.8,95.2,0.0,Rio Grande do Sul
2022-09-22,22-09-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-23,23-09-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-24,24-09-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-25,25-09-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-26,26-09-2022,RS,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-27,27-09-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-28,28-09-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-09-29,29-09-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-03,03-10-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-04,04-10-2022,RS,0,0,5,0,0,5,5,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-05,05-10-2022,RS,0,0,5,0,0,5,5,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-06,06-10-2022,RS,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-07,07-10-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-09,09-10-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-10,10-10-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-11,11-10-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-12,12-10-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-13,13-10-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-14,14-10-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-16,16-10-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-17,17-10-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-20,20-10-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-21,21-10-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-22,22-10-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-25,25-10-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-26,26-10-2022,RS,0,0,5,0,0,5,5,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-28,28-10-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-10-31,31-10-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-01,01-11-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-02,02-11-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-03,03-11-2022,RS,0,0,8,0,0,8,8,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-04,04-11-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-05,05-11-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-07,07-11-2022,RS,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-08,08-11-2022,RS,0,0,8,0,0,8,8,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-09,09-11-2022,RS,0,0,7,0,0,7,7,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-10,10-11-2022,RS,0,0,31,0,0,31,31,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-11,11-11-2022,RS,0,0,8,0,0,8,8,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-12,12-11-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-14,14-11-2022,RS,0,0,9,0,0,9,9,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-11-15,15-11-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,98.7,1.3,Rio Grande do Sul
2022-11-16,16-11-2022,RS,0,0,22,0,0,22,22,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,98.7,1.3,Rio Grande do Sul
2022-11-17,17-11-2022,RS,0,0,19,0,0,19,19,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,98.7,1.3,Rio Grande do Sul
2022-11-18,18-11-2022,RS,0,0,10,0,1,11,11,100.0,0.0,0.0,90.9,9.1,100.0,0.0,0.0,97.1,2.9,Rio Grande do Sul
2022-11-19,19-11-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,95.7,4.3,Rio Grande do Sul
2022-11-20,20-11-2022,RS,0,0,7,0,0,7,7,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,95.2,4.8,Rio Grande do Sul
2022-11-21,21-11-2022,RS,0,0,16,0,2,18,18,100.0,0.0,0.0,88.9,11.1,100.0,0.0,0.0,95.2,4.8,Rio Grande do Sul
2022-11-22,22-11-2022,RS,0,0,18,0,2,20,20,100.0,0.0,0.0,90.0,10.0,100.0,0.0,0.0,96.0,4.0,Rio Grande do Sul
2022-11-23,23-11-2022,RS,0,0,28,0,1,29,29,100.0,0.0,0.0,96.6,3.4,100.0,0.0,0.0,94.5,5.5,Rio Grande do Sul
2022-11-24,24-11-2022,RS,0,0,47,0,0,47,47,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,91.9,8.1,Rio Grande do Sul
2022-11-25,25-11-2022,RS,0,0,26,0,1,27,27,100.0,0.0,0.0,96.3,3.7,100.0,0.0,0.0,93.5,6.5,Rio Grande do Sul
2022-11-26,26-11-2022,RS,0,0,9,0,1,10,10,100.0,0.0,0.0,90.0,10.0,100.0,0.0,0.0,95.0,5.0,Rio Grande do Sul
2022-11-27,27-11-2022,RS,0,0,9,0,2,11,11,100.0,0.0,0.0,81.8,18.2,100.0,0.0,0.0,95.4,4.6,Rio Grande do Sul
2022-11-28,28-11-2022,RS,0,0,10,0,0,10,10,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,95.4,4.6,Rio Grande do Sul
2022-11-29,29-11-2022,RS,0,0,38,0,0,38,38,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,96.0,4.0,Rio Grande do Sul
2022-11-30,30-11-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,97.4,2.6,Rio Grande do Sul
2022-12-12,12-12-2022,RS,0,0,15,0,0,15,15,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-12-14,14-12-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2022-12-15,15-12-2022,RS,0,0,5,0,0,5,5,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,97.6,2.4,Rio Grande do Sul
2022-12-16,16-12-2022,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,97.6,2.4,Rio Grande do Sul
2022-12-19,19-12-2022,RS,0,0,9,0,0,9,9,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,94.0,6.0,Rio Grande do Sul
2022-12-20,20-12-2022,RS,0,0,5,0,1,6,6,100.0,0.0,0.0,83.3,16.7,100.0,0.0,0.0,94.0,6.0,Rio Grande do Sul
2022-12-21,21-12-2022,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,94.0,6.0,Rio Grande do Sul
2022-12-22,22-12-2022,RS,0,0,3,0,1,4,4,100.0,0.0,0.0,75.0,25.0,100.0,0.0,0.0,91.2,8.8,Rio Grande do Sul
2022-12-23,23-12-2022,RS,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,88.3,11.7,Rio Grande do Sul
2022-12-24,24-12-2022,RS,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,90.7,9.3,Rio Grande do Sul
2022-12-25,25-12-2022,RS,0,0,4,0,1,5,5,100.0,0.0,0.0,80.0,20.0,100.0,0.0,0.0,90.7,9.3,Rio Grande do Sul
2022-12-26,26-12-2022,RS,0,0,4,0,1,5,5,100.0,0.0,0.0,80.0,20.0,100.0,0.0,0.0,94.3,5.7,Rio Grande do Sul
2023-01-05,05-01-2023,RS,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,94.3,5.7,Rio Grande do Sul
2023-01-06,06-01-2023,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,94.3,5.7,Rio Grande do Sul
2023-01-09,09-01-2023,RS,0,0,5,0,0,5,5,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,96.2,3.8,Rio Grande do Sul
2023-01-10,10-01-2023,RS,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,99.0,1.0,Rio Grande do Sul
2023-01-11,11-01-2023,RS,0,0,6,0,0,6,6,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,99.0,1.0,Rio Grande do Sul
2023-01-12,12-01-2023,RS,0,0,14,0,1,15,15,100.0,0.0,0.0,93.3,6.7,100.0,0.0,0.0,99.0,1.0,Rio Grande do Sul
2023-01-13,13-01-2023,RS,0,0,7,0,0,7,7,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,99.0,1.0,Rio Grande do Sul
2023-01-14,14-01-2023,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,99.0,1.0,Rio Grande do Sul
2023-01-15,15-01-2023,RS,0,0,5,0,0,5,5,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,99.0,1.0,Rio Grande do Sul
2023-01-16,16-01-2023,RS,0,0,20,0,0,20,20,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio Grande do Sul
2023-01-17,17-01-2023,RS,0,0,12,0,0,12,12,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,92.9,7.1,Rio Grande do Sul
2023-01-18,18-01-2023,RS,0,0,11,0,0,11,11,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,92.9,7.1,Rio Grande do Sul
2023-01-19,19-01-2023,RS,0,0,7,0,0,7,7,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,92.9,7.1,Rio Grande do Sul
2023-01-20,20-01-2023,RS,0,0,1,0,1,2,2,100.0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,92.9,7.1,Rio Grande do Sul
2023-01-22,22-01-2023,RS,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,92.9,7.1,Rio Grande do Sul
2023-01-23,23-01-2023,RS,0,0,9,0,0,9,9,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,92.9,7.1,Rio Grande do Sul
2023-01-24,24-01-2023,RS,0,0,13,0,0,13,13,100.0,0.0,0.0,100.0,0.0,,,,,,Rio Grande do Sul
2023-01-25,25-01-2023,RS,0,0,17,0,0,17,17,100.0,0.0,0.0,100.0,0.0,,,,,,Rio Grande do Sul
2023-01-26,26-01-2023,RS,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,,,,,,Rio Grande do Sul
2021-12-02,02-12-2021,SC,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,Santa Catarina
2021-12-03,03-12-2021,SC,0,0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,Santa Catarina
2021-12-05,05-12-2021,SC,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,Santa Catarina
2021-12-06,06-12-2021,SC,0,0,0,3,0,3,0,0.0,0.0,0.0,0.0,0.0,3.1,3.1,0.0,0.0,0.0,Santa Catarina
2021-12-07,07-12-2021,SC,0,0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,0.0,0.0,0.0,Santa Catarina
2021-12-08,08-12-2021,SC,0,0,0,13,0,13,0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,0.0,0.0,0.0,Santa Catarina
2021-12-09,09-12-2021,SC,9,0,0,33,0,42,9,21.4,21.4,0.0,0.0,0.0,6.3,6.3,0.0,0.0,0.0,Santa Catarina
2021-12-10,10-12-2021,SC,2,0,0,30,0,32,2,6.2,6.2,0.0,0.0,0.0,8.6,8.6,0.0,0.0,0.0,Santa Catarina
2021-12-11,11-12-2021,SC,0,0,0,9,0,9,0,0.0,0.0,0.0,0.0,0.0,10.6,10.6,0.0,0.0,0.0,Santa Catarina
2021-12-12,12-12-2021,SC,1,0,0,5,0,6,1,16.7,16.7,0.0,0.0,0.0,12.7,12.7,0.0,0.0,0.0,Santa Catarina
2021-12-13,13-12-2021,SC,8,0,0,43,0,51,8,15.7,15.7,0.0,0.0,0.0,13.7,13.7,0.0,0.0,0.0,Santa Catarina
2021-12-14,14-12-2021,SC,7,0,0,43,0,50,7,14.0,14.0,0.0,0.0,0.0,16.7,16.7,0.0,0.0,0.0,Santa Catarina
2021-12-15,15-12-2021,SC,8,0,0,46,0,54,8,14.8,14.8,0.0,0.0,0.0,20.2,20.2,0.0,0.0,0.0,Santa Catarina
2021-12-16,16-12-2021,SC,14,0,0,35,0,49,14,28.6,28.6,0.0,0.0,0.0,17.8,17.8,0.0,0.0,0.0,Santa Catarina
2021-12-17,17-12-2021,SC,11,0,0,30,0,41,11,26.8,26.8,0.0,0.0,0.0,19.5,19.5,0.0,0.0,0.0,Santa Catarina
2021-12-18,18-12-2021,SC,1,0,0,3,0,4,1,25.0,25.0,0.0,0.0,0.0,22.3,22.3,0.0,0.0,0.0,Santa Catarina
2021-12-19,19-12-2021,SC,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,26.6,26.6,0.0,0.0,0.0,Santa Catarina
2021-12-20,20-12-2021,SC,3,0,0,8,0,11,3,27.3,27.3,0.0,0.0,0.0,30.8,30.8,0.0,0.0,0.0,Santa Catarina
2021-12-21,21-12-2021,SC,11,0,0,22,0,33,11,33.3,33.3,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,Santa Catarina
2021-12-22,22-12-2021,SC,14,0,0,17,0,31,14,45.2,45.2,0.0,0.0,0.0,38.2,38.2,0.0,0.0,0.0,Santa Catarina
2021-12-23,23-12-2021,SC,14,0,0,10,0,24,14,58.3,58.3,0.0,0.0,0.0,38.2,38.2,0.0,0.0,0.0,Santa Catarina
2021-12-24,24-12-2021,SC,12,0,0,7,0,19,12,63.2,63.2,0.0,0.0,0.0,41.4,41.4,0.0,0.0,0.0,Santa Catarina
