,Data,Período,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
642,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,P.2,21
643,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1,6
644,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.28,39
645,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.33,8
646,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,Outras,20
647,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,P.2,26
648,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1,2
649,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,19
650,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,6
651,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,Outras,8
652,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,P.2,37
653,2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1,2
654,2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1.28,17
655,2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1.33,2
656,2020-11-01,Nov 2020,Sul,Paraná,Outros,Outras,4
657,2020-11-01,Nov 2020,Sul,Paraná,Outros,P.2,8
658,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,FIOCRUZ,P.2,3
659,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1,3
660,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,51
661,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,17
662,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,Outras,43
663,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,P.2,72
664,2020-11-01,Nov 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
665,2020-11-01,Nov 2020,Sul,Santa Catarina,FIOCRUZ,Outras,1
666,2020-11-01,Nov 2020,Sul,Santa Catarina,FIOCRUZ,P.2,2
667,2020-11-01,Nov 2020,Sul,Santa Catarina,Outros,B.1.1.28,1
668,2020-11-01,Nov 2020,Sul,Santa Catarina,Outros,Outras,1
669,2020-11-01,Nov 2020,Sul,Santa Catarina,Outros,P.2,5
670,2020-12-01,Dez 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,1
671,2020-12-01,Dez 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.7 (Alfa),2
672,2020-12-01,Dez 2020,Centro-oeste,Goiás,FIOCRUZ,P.2,1
673,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1,3
674,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1.28,13
675,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1.33,3
676,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,Outras,7
677,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,P.1+P.1.* (Gama),1
678,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,P.2,47
679,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.28,2
680,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,3
681,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,Outras,1
682,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,P.2,3
683,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1,2
684,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,3
685,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,8
686,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,6
687,2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,1
688,2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,Outras,3
689,2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,P.2,17
690,2020-12-01,Dez 2020,Nordeste,Alagoas,Outros,B.1.1.28,1
691,2020-12-01,Dez 2020,Nordeste,Alagoas,Outros,P.2,10
692,2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,Outras,1
693,2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,P.1+P.1.* (Gama),2
694,2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,P.2,5
695,2020-12-01,Dez 2020,Nordeste,Bahia,Outros,B.1.1.28,3
696,2020-12-01,Dez 2020,Nordeste,Bahia,Outros,Outras,1
697,2020-12-01,Dez 2020,Nordeste,Bahia,Outros,P.1+P.1.* (Gama),3
698,2020-12-01,Dez 2020,Nordeste,Bahia,Outros,P.2,1
699,2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1,1
700,2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.28,3
701,2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,8
702,2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,Outras,1
703,2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,P.2,8
704,2020-12-01,Dez 2020,Nordeste,Ceará,Outros,B.1.1.28,1
705,2020-12-01,Dez 2020,Nordeste,Ceará,Outros,P.2,2
706,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,B.1.1.28,7
707,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,B.1.1.33,4
708,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,Outras,15
709,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,P.1+P.1.* (Gama),1
710,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,P.2,10
711,2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,B.1.1.33,1
712,2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,Outras,8
713,2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,P.2,3
714,2020-12-01,Dez 2020,Nordeste,Paraíba,FIOCRUZ,Outras,1
715,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1.1,6
716,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1.1.28,8
717,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1.1.33,2
718,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,Outras,4
719,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,P.2,10
720,2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,1
721,2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,4
722,2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,15
723,2020-12-01,Dez 2020,Nordeste,Pernambuco,Outros,Outras,1
724,2020-12-01,Dez 2020,Nordeste,Pernambuco,Outros,P.2,1
725,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,1
726,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,P.2,7
727,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1,4
728,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.28,2
729,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.33,1
730,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,P.2,5
731,2020-12-01,Dez 2020,Norte,Acre,Outros,P.2,1
732,2020-12-01,Dez 2020,Norte,Amapá,Outros,B.1.1.28,1
733,2020-12-01,Dez 2020,Norte,Amapá,Outros,B.1.1.33,1
734,2020-12-01,Dez 2020,Norte,Amapá,Outros,Outras,1
735,2020-12-01,Dez 2020,Norte,Amapá,Outros,P.2,14
736,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,12
737,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,3
738,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,Outras,14
739,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,P.1+P.1.* (Gama),57
740,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,P.2,10
741,2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1,10
742,2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1.28,21
743,2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1.33,4
744,2020-12-01,Dez 2020,Norte,Amazonas,Outros,Outras,13
745,2020-12-01,Dez 2020,Norte,Amazonas,Outros,P.1+P.1.* (Gama),75
746,2020-12-01,Dez 2020,Norte,Amazonas,Outros,P.2,36
747,2020-12-01,Dez 2020,Norte,Pará,Outros,B.1.1,3
748,2020-12-01,Dez 2020,Norte,Pará,Outros,B.1.1.28,1
749,2020-12-01,Dez 2020,Norte,Pará,Outros,B.1.1.33,1
750,2020-12-01,Dez 2020,Norte,Pará,Outros,Outras,2
751,2020-12-01,Dez 2020,Norte,Pará,Outros,P.2,14
752,2020-12-01,Dez 2020,Norte,Tocantins,Outros,P.2,2
753,2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,6
754,2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,6
755,2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,Outras,1
756,2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,9
757,2020-12-01,Dez 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,5
758,2020-12-01,Dez 2020,Sudeste,Espírito Santo,Outros,P.2,6
759,2020-12-01,Dez 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,1
760,2020-12-01,Dez 2020,Sudeste,Minas Gerais,FIOCRUZ,Outras,1
761,2020-12-01,Dez 2020,Sudeste,Minas Gerais,FIOCRUZ,P.2,5
762,2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,B.1.1,1
763,2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,8
764,2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,2
765,2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,Outras,1
766,2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,P.2,19
767,2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,1
768,2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,5
769,2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,3
770,2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,66
771,2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,4
772,2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,3
773,2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,Outros,Outras,5
774,2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,Outros,P.2,56
775,2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,B.1.1,2
776,2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,B.1.1.28,28
777,2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,B.1.1.33,5
778,2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,B.1.1.7 (Alfa),4
779,2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,Outras,15
780,2020-12-01,Dez 2020,Sudeste,São Paulo,Outros,P.2,23
781,2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,B.1.1,2
782,2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,14
783,2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,1
784,2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,Outras,10
785,2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,P.1+P.1.* (Gama),1
786,2020-12-01,Dez 2020,Sul,Paraná,FIOCRUZ,P.2,32
787,2020-12-01,Dez 2020,Sul,Paraná,Outros,B.1.1,2
788,2020-12-01,Dez 2020,Sul,Paraná,Outros,B.1.1.28,10
789,2020-12-01,Dez 2020,Sul,Paraná,Outros,B.1.1.33,2
790,2020-12-01,Dez 2020,Sul,Paraná,Outros,Outras,3
791,2020-12-01,Dez 2020,Sul,Paraná,Outros,P.2,21
792,2020-12-01,Dez 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,2
793,2020-12-01,Dez 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,1
794,2020-12-01,Dez 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,7
795,2020-12-01,Dez 2020,Sul,Rio Grande do Sul,FIOCRUZ,P.2,12
796,2020-12-01,Dez 2020,Sul,Rio Grande do Sul,Outros,B.1.1,3
797,2020-12-01,Dez 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,12
798,2020-12-01,Dez 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,5
799,2020-12-01,Dez 2020,Sul,Rio Grande do Sul,Outros,Outras,4
800,2020-12-01,Dez 2020,Sul,Rio Grande do Sul,Outros,P.2,26
801,2020-12-01,Dez 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,3
802,2020-12-01,Dez 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
803,2020-12-01,Dez 2020,Sul,Santa Catarina,FIOCRUZ,Outras,5
804,2020-12-01,Dez 2020,Sul,Santa Catarina,FIOCRUZ,P.2,36
805,2020-12-01,Dez 2020,Sul,Santa Catarina,Outros,B.1.1.28,2
806,2020-12-01,Dez 2020,Sul,Santa Catarina,Outros,Outras,1
807,2020-12-01,Dez 2020,Sul,Santa Catarina,Outros,P.2,11
808,2021-01-01,Jan 2021,Centro-oeste,Distrito Federal,Outros,P.1+P.1.* (Gama),1
809,2021-01-01,Jan 2021,Centro-oeste,Distrito Federal,Outros,P.2,1
810,2021-01-01,Jan 2021,Centro-oeste,Goiás,Outros,B.1.1.28,5
811,2021-01-01,Jan 2021,Centro-oeste,Goiás,Outros,B.1.1.33,2
812,2021-01-01,Jan 2021,Centro-oeste,Goiás,Outros,B.1.1.7 (Alfa),6
813,2021-01-01,Jan 2021,Centro-oeste,Goiás,Outros,Outras,12
814,2021-01-01,Jan 2021,Centro-oeste,Goiás,Outros,P.1+P.1.* (Gama),48
815,2021-01-01,Jan 2021,Centro-oeste,Goiás,Outros,P.2,81
816,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso,Outros,B.1.1,4
817,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso,Outros,B.1.1.28,1
818,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso,Outros,B.1.1.33,1
819,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso,Outros,B.1.1.7 (Alfa),2
820,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso,Outros,Outras,6
821,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso,Outros,P.1+P.1.* (Gama),4
822,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso,Outros,P.2,7
823,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,3
824,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,1
825,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.7 (Alfa),1
826,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,Outros,Outras,3
827,2021-01-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,Outros,P.2,14
828,2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,B.1.1,1
829,2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,B.1.1.28,2
830,2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,2
831,2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,Outras,1
832,2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,P.1+P.1.* (Gama),13
833,2021-01-01,Jan 2021,Nordeste,Alagoas,FIOCRUZ,P.2,16
834,2021-01-01,Jan 2021,Nordeste,Alagoas,Outros,B.1.1.28,1
835,2021-01-01,Jan 2021,Nordeste,Alagoas,Outros,P.1+P.1.* (Gama),1
836,2021-01-01,Jan 2021,Nordeste,Alagoas,Outros,P.2,16
837,2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,B.1.1.28,2
838,2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,B.1.1.7 (Alfa),3
839,2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,Outras,5
840,2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,P.1+P.1.* (Gama),2
841,2021-01-01,Jan 2021,Nordeste,Bahia,FIOCRUZ,P.2,21
842,2021-01-01,Jan 2021,Nordeste,Bahia,Outros,B.1.1.28,3
843,2021-01-01,Jan 2021,Nordeste,Bahia,Outros,B.1.1.33,2
844,2021-01-01,Jan 2021,Nordeste,Bahia,Outros,B.1.1.7 (Alfa),1
845,2021-01-01,Jan 2021,Nordeste,Bahia,Outros,Outras,3
846,2021-01-01,Jan 2021,Nordeste,Bahia,Outros,P.1+P.1.* (Gama),11
847,2021-01-01,Jan 2021,Nordeste,Bahia,Outros,P.2,29
848,2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,B.1.1,2
849,2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,B.1.1.28,5
850,2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,B.1.1.33,10
851,2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,Outras,7
852,2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,P.1+P.1.* (Gama),24
853,2021-01-01,Jan 2021,Nordeste,Ceará,FIOCRUZ,P.2,37
854,2021-01-01,Jan 2021,Nordeste,Ceará,Outros,B.1.1,1
855,2021-01-01,Jan 2021,Nordeste,Ceará,Outros,B.1.1.28,1
856,2021-01-01,Jan 2021,Nordeste,Ceará,Outros,B.1.1.33,3
857,2021-01-01,Jan 2021,Nordeste,Ceará,Outros,Outras,1
858,2021-01-01,Jan 2021,Nordeste,Ceará,Outros,P.1+P.1.* (Gama),2
859,2021-01-01,Jan 2021,Nordeste,Ceará,Outros,P.2,12
860,2021-01-01,Jan 2021,Nordeste,Maranhão,FIOCRUZ,B.1.1.33,1
861,2021-01-01,Jan 2021,Nordeste,Maranhão,FIOCRUZ,Outras,27
862,2021-01-01,Jan 2021,Nordeste,Maranhão,FIOCRUZ,P.1+P.1.* (Gama),4
863,2021-01-01,Jan 2021,Nordeste,Maranhão,FIOCRUZ,P.2,10
864,2021-01-01,Jan 2021,Nordeste,Maranhão,Outros,B.1.1.28,2
865,2021-01-01,Jan 2021,Nordeste,Maranhão,Outros,Outras,2
866,2021-01-01,Jan 2021,Nordeste,Maranhão,Outros,P.1+P.1.* (Gama),4
867,2021-01-01,Jan 2021,Nordeste,Maranhão,Outros,P.2,5
868,2021-01-01,Jan 2021,Nordeste,Paraíba,FIOCRUZ,B.1.1.28,1
869,2021-01-01,Jan 2021,Nordeste,Paraíba,FIOCRUZ,Outras,1
870,2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,B.1.1,3
871,2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,B.1.1.28,1
872,2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,B.1.1.33,1
873,2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,Outras,5
874,2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,P.1+P.1.* (Gama),5
875,2021-01-01,Jan 2021,Nordeste,Paraíba,Outros,P.2,24
876,2021-01-01,Jan 2021,Nordeste,Pernambuco,FIOCRUZ,B.1.1,3
877,2021-01-01,Jan 2021,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,1
878,2021-01-01,Jan 2021,Nordeste,Pernambuco,FIOCRUZ,Outras,2
879,2021-01-01,Jan 2021,Nordeste,Pernambuco,FIOCRUZ,P.1+P.1.* (Gama),1
880,2021-01-01,Jan 2021,Nordeste,Pernambuco,FIOCRUZ,P.2,13
881,2021-01-01,Jan 2021,Nordeste,Pernambuco,Outros,B.1.1.28,1
882,2021-01-01,Jan 2021,Nordeste,Pernambuco,Outros,P.1+P.1.* (Gama),1
883,2021-01-01,Jan 2021,Nordeste,Pernambuco,Outros,P.2,2
884,2021-01-01,Jan 2021,Nordeste,Piauí,Outros,Outras,1
885,2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,1
886,2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,P.2,3
887,2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,Outros,B.1.1,1
888,2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,Outros,B.1.1.28,2
889,2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,Outros,Outras,1
890,2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,Outros,P.1+P.1.* (Gama),12
891,2021-01-01,Jan 2021,Nordeste,Rio Grande do Norte,Outros,P.2,25
892,2021-01-01,Jan 2021,Nordeste,Sergipe,FIOCRUZ,B.1.1.28,3
893,2021-01-01,Jan 2021,Nordeste,Sergipe,FIOCRUZ,B.1.1.33,2
894,2021-01-01,Jan 2021,Nordeste,Sergipe,FIOCRUZ,Outras,4
895,2021-01-01,Jan 2021,Nordeste,Sergipe,FIOCRUZ,P.1+P.1.* (Gama),6
896,2021-01-01,Jan 2021,Nordeste,Sergipe,FIOCRUZ,P.2,21
897,2021-01-01,Jan 2021,Nordeste,Sergipe,Outros,B.1.1.28,3
898,2021-01-01,Jan 2021,Nordeste,Sergipe,Outros,B.1.1.7 (Alfa),1
899,2021-01-01,Jan 2021,Nordeste,Sergipe,Outros,P.1+P.1.* (Gama),1
900,2021-01-01,Jan 2021,Nordeste,Sergipe,Outros,P.2,2
901,2021-01-01,Jan 2021,Norte,Acre,Outros,B.1.1,1
902,2021-01-01,Jan 2021,Norte,Acre,Outros,B.1.1.28,14
903,2021-01-01,Jan 2021,Norte,Acre,Outros,B.1.1.33,3
904,2021-01-01,Jan 2021,Norte,Acre,Outros,Outras,5
905,2021-01-01,Jan 2021,Norte,Acre,Outros,P.1+P.1.* (Gama),10
906,2021-01-01,Jan 2021,Norte,Acre,Outros,P.2,3
907,2021-01-01,Jan 2021,Norte,Amapá,FIOCRUZ,P.1+P.1.* (Gama),4
908,2021-01-01,Jan 2021,Norte,Amapá,FIOCRUZ,P.2,41
909,2021-01-01,Jan 2021,Norte,Amapá,Outros,B.1.1.33,1
910,2021-01-01,Jan 2021,Norte,Amapá,Outros,Outras,2
911,2021-01-01,Jan 2021,Norte,Amapá,Outros,P.1+P.1.* (Gama),5
912,2021-01-01,Jan 2021,Norte,Amapá,Outros,P.2,18
913,2021-01-01,Jan 2021,Norte,Amazonas,FIOCRUZ,B.1.1.33,1
914,2021-01-01,Jan 2021,Norte,Amazonas,FIOCRUZ,P.1+P.1.* (Gama),101
915,2021-01-01,Jan 2021,Norte,Amazonas,FIOCRUZ,P.2,4
916,2021-01-01,Jan 2021,Norte,Amazonas,Outros,B.1.1.28,3
917,2021-01-01,Jan 2021,Norte,Amazonas,Outros,B.1.1.33,2
918,2021-01-01,Jan 2021,Norte,Amazonas,Outros,P.1+P.1.* (Gama),75
919,2021-01-01,Jan 2021,Norte,Amazonas,Outros,P.2,4
920,2021-01-01,Jan 2021,Norte,Pará,FIOCRUZ,B.1.1,1
921,2021-01-01,Jan 2021,Norte,Pará,FIOCRUZ,B.1.1.28,3
922,2021-01-01,Jan 2021,Norte,Pará,FIOCRUZ,Outras,1
923,2021-01-01,Jan 2021,Norte,Pará,FIOCRUZ,P.1+P.1.* (Gama),12
924,2021-01-01,Jan 2021,Norte,Pará,FIOCRUZ,P.2,9
925,2021-01-01,Jan 2021,Norte,Pará,Outros,B.1.1,1
926,2021-01-01,Jan 2021,Norte,Pará,Outros,B.1.1.28,1
927,2021-01-01,Jan 2021,Norte,Pará,Outros,P.1+P.1.* (Gama),8
928,2021-01-01,Jan 2021,Norte,Pará,Outros,P.2,16
929,2021-01-01,Jan 2021,Norte,Rondônia,Outros,B.1.1.28,2
930,2021-01-01,Jan 2021,Norte,Rondônia,Outros,B.1.1.33,6
931,2021-01-01,Jan 2021,Norte,Rondônia,Outros,Outras,1
932,2021-01-01,Jan 2021,Norte,Rondônia,Outros,P.1+P.1.* (Gama),5
933,2021-01-01,Jan 2021,Norte,Rondônia,Outros,P.2,5
934,2021-01-01,Jan 2021,Norte,Roraima,Outros,P.1+P.1.* (Gama),12
935,2021-01-01,Jan 2021,Norte,Roraima,Outros,P.2,1
936,2021-01-01,Jan 2021,Norte,Tocantins,Outros,B.1.1.28,1
937,2021-01-01,Jan 2021,Norte,Tocantins,Outros,P.1+P.1.* (Gama),2
938,2021-01-01,Jan 2021,Norte,Tocantins,Outros,P.2,4
939,2021-01-01,Jan 2021,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,7
940,2021-01-01,Jan 2021,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,9
941,2021-01-01,Jan 2021,Sudeste,Espírito Santo,FIOCRUZ,Outras,1
942,2021-01-01,Jan 2021,Sudeste,Espírito Santo,FIOCRUZ,P.1+P.1.* (Gama),3
943,2021-01-01,Jan 2021,Sudeste,Espírito Santo,FIOCRUZ,P.2,20
944,2021-01-01,Jan 2021,Sudeste,Espírito Santo,Outros,B.1.1.33,3
945,2021-01-01,Jan 2021,Sudeste,Espírito Santo,Outros,B.1.1.7 (Alfa),1
946,2021-01-01,Jan 2021,Sudeste,Espírito Santo,Outros,P.1+P.1.* (Gama),1
947,2021-01-01,Jan 2021,Sudeste,Espírito Santo,Outros,P.2,8
948,2021-01-01,Jan 2021,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,5
949,2021-01-01,Jan 2021,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,1
950,2021-01-01,Jan 2021,Sudeste,Minas Gerais,FIOCRUZ,Outras,2
951,2021-01-01,Jan 2021,Sudeste,Minas Gerais,FIOCRUZ,P.2,28
952,2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,B.1.1.28,1
953,2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,B.1.1.33,2
954,2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,B.1.1.7 (Alfa),13
955,2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,Outras,1
956,2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,P.1+P.1.* (Gama),2
957,2021-01-01,Jan 2021,Sudeste,Minas Gerais,Outros,P.2,19
958,2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,5
959,2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,4
960,2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.7 (Alfa),3
961,2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.1+P.1.* (Gama),1
962,2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,64
963,2021-01-01,Jan 2021,Sudeste,Rio de Janeiro,Outros,B.1.1.28,4
